

0 1 9541 3
44 0 64,415,758,1012,1206,1613,2308,3549,4024,4220,4853,5358,5530,5597,8169,8896,9150,9158,9697 1,2,10,9,7,4,0,1,8,5,9,1,4,1,9,2,5,7,2
45 1 300,984,6824,7221,8104,8972 2,10,3,7,6,0
46 1 914,4671,5589,9958 1,5,6,5
47 0 3897,4456,5519,7038,8479,9600 8,1,9,5,8,8
48 1 69,605,1612,1753,2006,2164,2415,2570,3926,3999,4242,4425,5248,5769,6260,6297,7089,7778,8503,9617 0,10,6,6,2,5,7,2,2,0,9,6,4,8,7,2,1,10,9,0
49 1 1983,2110,4494,5394,5711,5824,6460,7465,7467,7750,7783,7816,9539 7,8,3,10,7,3,7,6,9,5,1,6,1
50 0 638,1313,1481,1550,1562,1563,2459,3127,3762,3963,4295,5217,5267,5930,6549,7334,8093,8393,8653,9929 4,7,10,1,2,3,7,4,10,8,3,7,7,5,3,7,3,1,8,2
51 0 1729,2417,2706,2893,3363,3716,3902,4304,4602,4621,5248,6380,6649,8045,8243,8862,9104 6,6,8,5,5,1,6,1,6,3,4,2,2,10,9,10,10
52 1 808,2019,2861,3883,4825,5668,6346,6686 0,6,9,1,10,7,5,9
53 1 394,1805,3186,3386,4481,4648,5004,6184,7088,8587,9314 0,10,7,1,3,4,7,1,3,4,0
54 1 223,355,844,2135,2260,2592,2713,2837,3581,4030,5479,5514,6227,6534,7037,7620,8501,8805,9245,9476 1,0,8,4,6,3,2,8,8,9,6,0,9,1,5,1,1,5,0,1
55 1 1254,1490,3398,3738,3768,4471,5125,5383,7175,8662,8742,8883,9593,9705,9879 4,7,1,9,1,2,3,8,1,8,6,5,7,6,7
56 1 264,1887,2971,3581,4539,6333,7339,7363,7673,9008 7,8,10,8,9,2,6,0,2,8
57 1 713,3744,3781,4030,4412,5649,6372,6931,7024,7844,9129,9474 1,4,2,9,0,0,8,4,1,9,7,9
58 1 2047,3338,3382,4164,5498,6058,6991,8264,8443,9425 1,0,9,6,8,10,0,10,2,10
59 1 334,2523,4011,4168,4271,4313,5124,5375,7030,7654 7,10,10,6,2,9,9,8,3,8
60 1 628,4156,7319,7915 10,0,10,7
61 0 656,1484,2821,3081,3512,4546,5615,6354,7214,7301,8792,9290 1,9,1,2,10,6,3,9,4,2,4,1
62 0 1018,1132,1431,3290,3495,3968,4039,4082,6040,6098,7960,8860,9665 8,3,7,4,2,9,1,5,9,3,7,1,10
63 0 229,1314,9641 5,9,3
64 1 7705,7856,9932 9,3,8
65 1 1937,2087,2174,2664,2772,3384,4827,4979,5025,5164,5274,5288,5542,5713,6290,7062,8098,8621 8,8,5,9,5,1,4,10,0,2,6,5,4,9,10,9,4,10
66 1 2479,3307,3910,4250,4507,5449,6873,6980,7161,8746 9,8,5,6,8,5,8,7,3,7
67 0 434,665,988,2583,4214,4870,5450,6058,7216,8287,9653,9873 7,5,6,1,5,7,5,10,5,10,4,10
68 1 1146,7117 4,4
69 0 935,939,1179,1435,1467,2357,2878,4218,5090,5451,7308,8252,9268 7,5,0,10,2,7,5,4,4,2,10,10,8
70 1 2987,3181,5054,5282,5366,5612,8627,8972,9093,9148,9302,9894 2,0,5,0,1,7,8,0,9,5,8,8
71 0 73,466,1085,1606,3453,3603,4986,6053,6314,6389,6841,7358,7673,7960,8415,9229,9458,9677 1,8,0,10,7,4,8,9,10,0,2,8,2,7,7,1,5,0
72 0 58,1424,2085,4741,5011,5346,6641,7462,7699,8266,9113,9206,9443,9502 4,1,5,5,9,4,8,3,3,4,6,6,2,3
73 0 278,1344,1799,2598,4462,4886,5658,5774,6006,7276,7611,9385,9541 1,0,2,7,7,9,8,4,8,3,5,1,3
74 1 625,849,1697,2058,2205,3053,4858,5837,7057,7227,7761,8065,9277,9282,9930 7,6,2,7,5,0,1,5,6,10,8,5,1,5,9
75 1 1599,1714,2631,5271,6309,7662,8998 7,10,3,10,7,8,5
76 1 3713,6917,6978 1,8,9
77 0 418,3772,5647,5717,6093,7472,9244 8,9,4,4,8,9,4
78 1 485,1274,2857,4129,4774,5280,5452,6986,8315,9217,9250,9265,9780 7,0,10,10,4,6,4,5,9,1,5,0,6
79 0 660,1211,3307,4376,4629,5208,6228,8212 10,8,8,9,7,3,7,9
80 1 3156,4046,4168,4716,4767,5869,7720,7847,8223,9250 6,6,6,3,5,0,3,4,5,5
81 0 8795 3
82 0 384,5204,5722,6104,6464,6531,7176,8334,8524,9394,9712,9727 3,3,1,5,4,4,10,2,7,5,9,2
83 1 767,935,1681,2744,2924,2971,3254,3270,3359,6286,6564,6700,7569,8055,8348,9201 7,7,10,3,9,10,3,5,3,8,8,1,6,8,10,10
84 0 1546,3946,4379,5128,5348,5443,5755,5917,6148,6739,7868,7961,7968,8157,8408,8778,9846 0,2,3,6,2,8,2,5,5,3,8,4,0,8,7,7,4
85 0 83,92,115,513,1395,3790,4032,4961,6986,8262,8654,9255 7,10,0,5,3,5,7,3,5,4,2,7
86 1 978 0
87 0 147,1803,7062,9402,9792 4,1,9,4,7
88 0 125,1157,1336,2094,2198,3607,3683,6274,9355 10,9,9,5,5,3,2,6,5
89 0 440,1105,1693,3046,3956,4960,5723,6440,7393 0,8,0,9,6,3,10,7,7
90 0 1746,2300,2491,3868,4320,4436,4483,6337,8202,8758 6,5,5,10,2,5,5,1,2,2
91 1 674,1582,2000,2153,2319,3480,3931,4716,4972,6031,7166,7278,8504,9538,9659 7,6,5,5,9,8,3,3,1,9,10,3,0,3,0
92 0 15,852,1180,1464,2897,4152,5049,5243,5480,6403,9640 0,6,5,2,6,10,10,10,4,4,3
93 0 1226,1265,7158 6,10,1
94 1 8,935,1433,2189,3765,5896,8517,8777 3,7,3,4,9,2,10,8
95 1 97,868,1341,1518,1727,2111,4205,5986,6034,6358,6418,6697,6791,8853,9115,9642 8,6,4,5,7,5,0,7,0,6,4,5,3,1,2,6
96 0 1547,2579,4153,4161,4740,6569,7601,9695 5,5,7,2,4,4,5,8
97 1 2169,4027,8214,8453,8979,9164 5,1,2,10,7,6
98 1 66,1222,3557,3653,4885,7779,9497 1,10,3,3,10,10,8
99 1 446,1384,1524,1578,1858,1961,2187,2658,4116,4146,4571,4875,5091,6536,6831,7934,8118,8446,8456,9867 9,7,1,10,5,4,7,10,3,8,0,3,3,6,7,8,7,2,0,3
100 0 109,405,1351,2253,4849,5525,6837,7751,7903,8638,9656 1,0,3,5,1,1,1,1,4,5,3
101 1 276,889,1160,1612,2634,3829,4741,5564,5653,5693,7353,7912,9152 2,10,9,6,7,4,5,10,9,4,2,6,10
102 1 2328,2600,3937,4726,5841,6555,7310,8958,9293 6,1,7,9,2,7,8,1,7
103 1 1302,2088,2144,3238,3966,4849,5496,5960,6225,6579,6767,7545,7611,8489 4,4,1,10,1,1,8,8,6,5,6,0,5,5
104 1 2770,3144,3446,3482,4489,4711,4799,6124,6561,7666,8055,8323,8552,9591 0,9,3,0,9,6,10,9,1,0,8,3,10,3
105 1 233,2106,2347,4122,5174,5615,5832,8666,9409 5,0,10,6,0,3,0,7,3
106 1 1270,1700,2176,2205,3251,3764,5987,6166,6705,7378,8466 2,1,3,5,8,0,0,3,10,0,2
107 0 1444,3590,4053,4269,5027,5058,6633,9054,9303,9807 6,2,0,4,4,6,6,2,1,3
108 0 1091,1899,2142,3329,4030,4042,4149,4406,5201,5847,6465,7598,8257,8986 10,5,0,8,9,7,1,10,2,2,0,10,1,6
109 0 997,1298,2628,2735,2906,3099,3359,5577,6441,6736,8932 4,10,6,3,5,10,3,5,4,7,4
110 1 213,543,1308,1323,1562,1919,2946,3004,3926,4128,4218,4232,6567,9695,9944,9992 1,10,3,0,2,1,5,0,2,2,4,6,6,8,2,2
111 1 526,1989,2544,3029,3507,3772,3974,4839,6208,6216,6848,8344,9359,9423,9955 2,5,3,2,10,9,6,0,9,3,8,1,3,0,9
112 0 863,1048,2707,3117,3149,3459,4879,8063,8431,9701,9740 9,1,9,9,0,9,7,7,9,10,4
113 1 16,137,1744,3674,6168,6887,6985,7411 0,8,0,6,4,3,8,0
114 0 412,3455,3752,3926,4574,5399,6386,6453,6458,6702,7438 2,6,8,2,10,7,10,0,4,5,10
115 1 129,588,2944,5149,5293,6876 4,10,8,6,4,4
116 0 1366,1740,1853,1944,3720,5919,6795,6936,7649,8101,8371,9442 3,9,5,1,6,0,5,3,5,2,7,0
117 1 775,803,854,1497,1582,2413,2930 4,5,4,4,6,3,6
118 1 709,1321,1450,2385,2467,2744,2911,3129,3543,3975,4395,4863,5110,5681,6566,6615,8334 10,0,8,10,4,3,2,2,5,8,1,1,6,10,4,0,2
119 1 4175,4732 0,6
120 0 1031,1351,3126,7770,8113,8959 0,3,8,5,1,7
121 1 617,1156,2660,3989,4315,6483,6635,7458,7964,9091 3,6,8,8,0,4,6,2,6,8
122 1 718,6534,6891,9254 7,1,2,4
123 1 2227,3967 3,5
124 1 8255 1
125 0 182,933,2041,2565,2740,3420,4754,6301,6641,6856,8230 5,4,7,5,2,10,2,3,8,3,5
126 0 2019,2555,4789,8051 6,5,1,2
127 0 4901,6849,7551,8025,9171 10,2,2,7,9
128 1 1360,1615,4225,4725,5188,6103,6420,6524,6584 9,5,1,2,6,1,8,4,7
129 0 2236,5000,7718 1,8,7
130 0 154,882,1159,2046,2715,3040,5123,7039,7129,8549,9795 8,1,8,0,4,4,4,8,4,5,3
131 0 821,2107,2228,5078,5278,5969,6712,7356,7561,7815 0,8,6,10,9,2,6,5,2,1
132 1 9783 8
133 1 1280,3175,3337,3657,4086,4655,4969,5067,5461,5907,6074,6456,6935,7367,8437,8813,9016,9609 8,5,5,3,0,3,10,1,4,9,2,4,8,2,7,4,0,9
134 0 1002,1147,1562,1655,1735,1838,2404,2705,3227,5065,5259,5571,6214,6382,7474,7518,7985,8000,8224,9503 9,3,2,8,8,7,6,4,10,3,9,7,9,0,9,3,2,7,6,0
135 0 1072,1494,1689,4147,5522,5670,6145,6158,6823,6966,7674,8078,8683,9464,9773,9864 2,0,8,5,6,2,3,2,4,9,7,2,2,2,2,6
136 1 190,4881,8717 1,5,2
137 0 2477,2862,4040 3,10,6
138 0 614,2414,2624,3035,3758,5950,8632 6,1,6,3,3,8,9
139 0 7411,8998 0,5
140 1 170,1076,2557,4628,8182,8571,9654 6,2,10,6,8,9,1
141 1 87,1136,1955,2729,3459,3794,4450,4878,5175,7737,7954,8448,9329,9744 10,6,3,5,9,7,7,7,2,6,0,1,7,6
142 1 806,1054,1628,1653,2172,2459,5174,5579,6196,9069,9726,9962 6,8,10,5,10,7,0,5,2,3,9,7
143 1 2295,7446,8065,9618 5,4,5,2
144 1 34,2006,2831,4495,4676,4743,5275,8538 4,2,0,5,10,8,9,8
145 1 462,565,659,1326,1821,1919,2013,3905,4228,4997,5734,7863,7885,7993,8099,8125,9074,9347,9680,9875 4,9,10,5,5,1,1,0,5,0,9,3,8,9,9,8,5,2,3,8
146 1 107,505,1332,2368,5276,6373,6643,8077,9590,9813 2,5,3,10,3,1,6,5,1,2
147 1 7133,7797,8984,9440,9548,9582 7,4,2,1,0,4
148 0 4460,4700,4780,5164,5583,5841,6610,7180,7865 4,5,4,2,1,2,5,1,10
149 0 1686,2941,3364,4114,4225,5068,8155,8544,9451 4,0,4,6,1,0,4,5,4
150 0 272,550,1191,2222,3094,3784,5192,7160,7428,7677 10,6,0,5,8,3,3,3,5,6
151 1 792,4380,4515,5494,9966 3,8,7,0,5
152 0 933,1770,3272,4771,4982,6527,6702,6976,7403,8044,8460,8652,8903,9118,9274,9752 4,8,3,9,10,0,5,1,1,4,1,9,10,2,7,10
153 0 139,454,1090,3493,3761,4201,4539,4639,4982,6406,6692,6778,7020,8926,9922 0,1,4,3,2,2,9,6,10,3,9,2,2,5,3
154 1 927,1192,1595,3484,4680,4702,5864,6867,8493,9379 4,10,1,4,3,10,9,0,6,8
155 0 239,911,1430,2045,2283,2400,2655,2783,3832,3898,4866,5168,5721,5735,6348,6738,7968,8195,9664,9749 8,1,7,4,0,7,0,1,1,9,1,6,9,10,4,2,0,0,0,6
156 0 442,875,937,1875,2170,2561,3039,3288,4191,4508,5778,6015,6956,7736,7762,7786,8250,8552,8693,9365 1,8,10,3,5,3,6,5,9,1,2,6,1,7,3,0,9,10,0,0
157 1 544,1247,2570,3228,4876,6427,9175,9553 6,10,2,7,0,8,9,9
158 1 881,3768 0,1
159 1 754,1097,1599,2076,2606,2716,3537,3751,3982,4390,4451,4455,5029,5954,6570,7604,7889,7922,8023,8938 3,2,7,2,10,2,4,7,2,6,4,0,3,1,3,8,5,9,5,10
160 1 316,633,901,2889,3071,3269,3492,4469,4918,6742,7148,7211,7756,8079,8573,9782 2,0,10,7,3,6,10,6,5,10,8,0,6,7,10,9
161 0 1063,3861,6575,6869,7423,7940 3,7,8,3,6,7
162 1 251,679,1531,1982,3001,3276,4039,8066,9282,9995 7,10,10,1,2,10,1,0,5,0
163 0 246,540,1501,2811,3243,5114,6824,7178,7400,7617,7664,9757,9936 10,5,2,2,0,2,3,8,5,9,10,9,4
164 1 132,1323,6276,9352 8,0,1,10
165 0 4124,7741 10,5
166 0 262,806,2553,2989,3593,4372,7010,7820,8192,8454,9258 2,6,2,0,4,2,9,1,2,10,2
167 0 696,810,1850,2112,2895,2934,3192,5746,6319,7617,8652,8679 6,4,3,2,7,3,1,8,9,9,9,7
168 1 510,1203,2428,3584,3882,4597,4807,4977,5312,5463,6583,7381,8259,8296,8639,8740,8765,9849 2,3,3,4,1,6,5,1,0,1,4,6,1,4,10,1,7,7
169 0 1261,1497,5944 10,4,4
170 1 1659,3547,3683,4495,6115 10,1,2,5,4
171 1 610,1076,2070,2412,2539,3128,3588,3856,5663,6130,6599,6753,7434,7671,7732,9422 4,2,7,1,2,4,9,7,6,0,5,1,0,7,10,6
172 1 788,1415 5,6
173 0 160,1099,1174,2049,2598,3281,3689,5180,5396,5582,5942,8273,8299,9288 9,9,10,9,7,5,4,7,5,5,3,6,6,9
174 0 136,873,1798,2480,2509,3855,8786 10,3,3,4,1,7,5
175 1 1108,2336,3855,7680 0,8,7,5
176 0 2691,2771,6831,9624 1,0,7,1
177 1 29,526,779,1125,2825,3050,3426,3487,4735,4746,6010,6915,7160,8316,8541,8640,9037,9185,9293,9894 6,2,0,1,4,2,0,1,7,0,10,8,3,10,4,5,1,8,7,8
178 0 4184,4551,9787 2,2,9
179 1 44,813,1163,1932,2408,3016,3449,4862,5947,6173,7615,8653,8775,9132,9184 10,0,8,2,5,9,4,7,5,8,4,8,5,6,4
180 0 418,2054,9286 8,2,8
181 1 2003,3886,3973,4329,4581,6162,6445 7,5,2,2,10,5,2
182 0 780,860,908,1560,1819,2701,3715,4168,6393,6645,8245,8566 5,8,3,5,1,0,3,6,4,5,0,2
183 0 1746,1949,2276,2483,3664,4560,5015,5594,5651,6770,8209,8720,8930 6,1,5,6,4,3,6,2,3,4,2,2,6
184 1 347,744,1900,2184,4024,8635,8902 7,7,1,7,8,7,1
185 0 252,1176,1572,2358,2629,3492,3535,4072,4301,4338,5801,6450,7038,7755,9010,9895 0,1,10,3,9,10,3,1,8,4,4,3,5,9,1,2
186 1 243,1467,1677,2446,4283,4493,4574,5343,5529,7224,7249,8562,8613,9989 8,2,3,4,9,3,10,5,7,4,5,10,3,3
187 0 1034,1580,5802,5960,6947,7074,7531,8555,9714 7,6,9,8,0,2,10,5,6
188 1 2122,2452,4838,5253,5745,5832,6039,6678,6809,7128,7905,8373,8956,9010,9645,9768 9,3,3,0,4,0,1,6,9,5,3,9,10,1,8,3
189 0 376,2532,3492,4684,7268,8620,9796 6,7,10,10,10,2,4
190 0 567,1235,2618,2717,4739,5161,5977,7413,7509,7636,8186 1,3,4,6,9,6,3,4,6,2,0
191 1 1099,3157,5428,6318,6919 9,7,4,0,8
192 0 1371,2862,3495,3664,4509,7341,9209,9489 5,10,2,4,8,10,4,9
193 0 7597 3
194 0 17,386,633,908,2276,2612,3623,3954,4385,5344,5818,7058,7184,8546,8584,8820,9471 3,9,0,3,5,9,0,6,9,6,9,6,7,0,4,7,1
195 1 61,477,1920,2206,2928,4000,4347,4567,6222,6421,6439,7459,7497,7859,7954,8605,8823,8833 6,0,10,6,7,2,3,3,6,0,0,9,4,7,0,8,5,9
196 0 2367,2629 1,9
197 1 626,970,1979,2624,3991,4797,5375,5437,5806,5913,6885,7450,7935,8182,8766,9910 6,9,6,6,1,6,8,6,7,3,8,2,8,8,0,3
198 1 31,1210,4812,5314,6849,7305,7898,8912,9938 9,1,1,8,2,1,0,7,0
199 1 6342,9295 5,9
200 1 6492,8254,8619,9858 4,10,0,0
201 0 48,439,1179,1594,2135,2636,2858,3538,4659,6750,7335,7572,7973,8543,8806,9003,9391,9421,9978 0,1,0,10,4,1,0,9,8,8,4,0,10,10,9,4,5,2,4
202 1 738,2873,3060,3486,8383,9045,9854 0,4,3,4,4,9,0
203 1 45,1701,2827,4074,6117 8,5,2,9,3
204 1 1144,8770,9146,9804 10,6,7,2
205 0 628,740,929,2683,3744,4613,4660,5355,5836,5888,6164,6709,7584,9328,9803 10,3,5,1,4,2,0,1,1,9,5,4,9,10,0
206 1 234,725,975,2521,2784,5132,7790 9,10,6,7,6,8,6
207 1 1891,3911,7855 4,10,8
208 0 1236,1354,1618,2291,3137,3638,4157,4523,4959,5347,6466,6991,7311,9139 7,1,10,0,6,8,8,9,2,1,4,0,7,4
209 1 204,553,619,1612,1847,2275,2796,3208,4397,4918,5215,5445,5595,5809,6286,6336,7854,8155,9731 2,2,3,6,2,5,4,9,3,5,10,3,1,9,8,6,10,4,5
210 1 209,1553,1752,5323,6951,7249,7532,8117,8302,8483,8618 1,9,7,6,1,5,8,9,4,3,10
211 1 3204,4877 5,6
212 0 1326,1773,1812,2524,2649,3581,6684,7572 5,0,7,8,3,8,9,0
213 0 8761 4
214 0 728,1253,2560,2833,4219,4276,4457,6399,6905,7385,7724,9338,9417,9492,9724 6,3,7,6,1,6,1,2,9,1,4,1,10,0,8
215 0 141,3892,4340,5093,5557,7115,7164,7224,7972,8418,8730 4,0,3,8,0,6,0,4,4,7,10
216 0 3333,5232,8189,9209,9436 1,0,5,4,7
217 1 764,1318,2034,3113,4677,4754,5764,6235,7180,7901,8065,8302,9072,9571 6,3,5,2,0,2,8,6,1,3,5,4,9,8
218 1 961,3704,4183,4289,6904,7445 2,1,5,2,6,7
219 0 682,2927,4059,4513,4721,5677,6323,6658,6736,7229,7244,7461,7507,8366,8704,8929,9772,9894 4,1,1,9,6,10,2,9,7,1,10,4,3,3,2,4,4,8
220 1 188,566,1023,1274,1279,1747,2233,2722,3371,3672,5063,5303,5619,6658,6957,7461,8315,8399 8,3,1,0,8,10,3,6,1,1,0,1,7,9,6,4,9,0
221 1 683,1061,1545,2208,2635,3213,3897,4013,4333,4420,4439,5442,6175,7016,8057,8181,8182,8868 2,2,5,3,2,1,8,8,9,1,3,2,6,7,6,5,8,1
222 1 644,1163,1749,3261,3707,4280,4358,5913,6155,6251,6721,7167,7322,8402,9018,9094 2,8,5,3,3,5,6,3,9,5,10,1,9,4,7,9
223 1 4357,5805,6894,7728,9065 0,7,8,6,8
224 1 521,2028,2874,2971,3256,3328,4306,4788,5713,5857,7763,9044,9673 0,2,6,10,1,2,9,2,9,0,9,1,5
225 0 8,173,283,1633,1890,2942,3470,3517,3613,5530,6141,7201,7960,8174,8484,9127,9769,9772 3,9,4,9,8,7,3,4,4,4,9,5,7,1,6,8,5,4
226 0 3961,4584,7871,9322 2,5,6,8
227 1 110,1272,1832,3050,4921,5320,5987,7000,7111,7260,7358,7503,7831,8105,8351,8951 7,9,9,2,3,6,0,5,3,7,8,5,1,9,8,7
228 0 31,206,617,2893,4591,4631,5450,5677,5824,7238,7887,8180,8999,9035,9086,9419,9576,9752 9,1,3,5,8,1,5,10,3,6,0,9,10,10,10,8,6,10
229 0 892,973,1144,1410,2551,2571,3025,3595,3988,5162,5322,6655,6933,7127,8665,8673,8792,8978 3,10,10,10,1,9,10,5,5,6,2,3,3,5,8,5,4,5
230 0 67,3341,3368,5816,9359 10,7,6,10,3
231 0 834,1426,3444,4528,6624,7614,7827,8562,9053,9448 7,1,10,9,1,0,10,10,3,4
232 0 1153,1952,2638,2867,2972,3418,5609,6562,7338,7605,7607,8179,8247,8741,9195,9239,9341 1,6,2,2,2,9,2,6,2,3,1,9,1,8,3,4,8
233 1 926,1223,1652,2447,3460,4658 9,5,6,1,10,5
234 1 182,1139,1428,1515,1792,2781,3851,4164,4558,4704,5831,6642,7154,7314,7479,8373,8880,9542,9996 5,3,6,10,1,10,4,6,8,9,9,9,6,3,3,9,10,10,4
235 0 2401,9744 4,6
236 1 843,1168,1259,1905,4768,5091,5391,5684,6152,6859,7520,7815,8153,8487,9621 8,0,3,7,0,3,6,10,3,3,6,1,9,8,2
237 0 3850,4527,5594,6825,6993,8572,9180 7,8,2,6,6,10,6
238 0 145,426,455,1357,1669,1777,1940,2113,2633,3734,3951,4714,5931,7391,8439,8839,9806 5,8,1,8,7,6,10,0,6,0,6,10,5,3,4,3,0
239 1 5807,6441,7003,7047,7087,7134,8974,9622 6,4,5,2,9,9,4,7
240 1 383,708,1734,1791,2005,2161,3209,3913,6175,6254,7282,7666,8201,9389 7,3,5,4,6,4,8,1,6,9,8,0,4,0
241 1 1672,2281,3125,3416,4523,7399,7563 2,4,3,6,9,0,0
242 0 1001,1307,1763,2982,3565,3707,5302,6591,6888,6947,7193,7670,7947,9407,9720 1,4,5,1,7,3,5,3,3,0,3,10,10,9,9
243 0 1121,1331,2066,5000,5146,5953,6764,6988,7277,8360 9,2,8,8,2,1,0,9,0,3
244 1 654,3473,3878,4938,4957,5234,5542,6007,6124,6210,6369,7717,7938,8049,9385 0,1,4,5,4,3,4,6,9,4,2,1,10,9,1
245 1 822,1029,1493,1500,1600,2012,3774,4681,4702,5125,5611,5886,6054,6655,6901,7885,8220,8231 0,4,1,1,9,7,9,5,10,3,6,4,6,3,7,8,9,8
246 1 708,1248,2042,2696,2928,3511,3742,4843,4911,5795,6078,6747,8982,9894 3,7,3,2,7,6,10,9,7,2,2,5,5,8
247 0 1182,4954,5179,7236,8444,9494 6,2,6,4,0,4
248 0 246,449,867,1077,1403,1429,2019,2269,2532,2653,2888,3146,6267,7097,7240,7380,7583,7908,9804,9960 10,6,0,5,1,2,6,4,7,2,2,8,0,4,2,2,0,3,2,4
249 0 22,461,926,2206,2874,4298,4536,4912,5316,5408,6850,9302 9,8,9,6,6,3,10,0,8,5,5,8
250 0 2317,3899,4493,4701,4991,6059 5,1,3,7,6,5
251 0 234,1696,2343,5956,6322 9,0,8,4,7
252 0 1136,1216,1560,1863,2757,3752,4317,5245,5610,5998,6622,8108 6,3,5,0,1,8,3,5,4,8,4,10
253 0 850,952,1719,1932,1934,2445,2793,4240,4320,4532,4894,4953,5286,6328,6805,6827,7378,8918,9190 4,7,5,2,6,4,8,0,2,5,6,8,8,6,6,1,0,3,9
254 1 2387,3257,5077,5633,6559,7708,9549 7,0,5,0,8,0,5
255 0 624,939,1444,2498,2734,2951,5397,5964,7167,7815,8218,9068 9,5,6,2,3,4,7,3,1,1,6,0
256 0 1165,2394,2834,4344,5422,6325,6774,7249,7859,9792,9953 7,6,5,2,7,3,6,5,7,7,4
257 0 212,365,1002,2277,2654,2926,3560,3636,4323,5650,6666,7016,7704,7964,8099,8723 3,6,9,9,3,4,7,0,8,9,9,7,7,6,9,5
