

0 0 4853 2
37 1 34,1404,1685,1728,1787,1877,2323,2592,2614,3577,3865,4165,4594,4613,4660,4789 4,3,10,7,7,5,9,5,2,9,6,6,7,2,9,4
38 0 226,1191,1493,1527,1566,1948,2133,2229,2890,3008,3275,3366,3403,3810,4176,4617,4681,4786 8,5,2,6,8,3,1,9,0,9,5,8,7,5,8,6,6,0
39 0 82,106,296,534,766,1274,1678,1961,2063,2082,2335,2589,2871,3126,3350,3797,3835,4290,4444,4718 7,7,10,3,10,8,9,9,2,4,2,0,8,1,4,5,2,1,10,2
40 0 21,165,188,243,613,935,1016,1125,1752,2584,2717,2750,3109,3614,4372 1,3,7,7,2,2,3,6,0,6,1,0,8,2,8
41 1 72,475,800,953,1042,1294,1880,1924,1928,2473,2513,2517,3044,3180,3412,3815,3820,4090 8,10,3,10,5,1,10,2,4,0,0,7,9,8,1,0,1,1
42 1 391,816,1011,1190,1363,1624,1825,1897,2148,2665,3137,3387,3952,4204,4576,4735,4784,4905 10,4,4,8,2,2,10,1,1,2,4,7,5,8,4,9,6,10
43 0 303,768,1608,2675,2699,2907,3061,3637,3870,4530 7,3,2,8,0,7,8,2,0,5
44 1 19,45,1824,2524,4494 3,10,4,8,2
45 0 801,994,2205,2611,2618,2920,4051,4673,4741 2,1,9,2,5,0,4,0,4
46 1 1813,2707,3396,3461,4690,4745 3,4,7,10,8,6
47 1 98,133,465,1438,1986,2373,2498,2598,2893,3024,3087,3523,3609,3755,3905,4242,4799,4940,4973 2,10,4,0,5,0,9,6,1,10,5,7,1,10,0,0,1,4,4
48 1 248,652,1891,3070,3823,3909 2,3,3,7,1,9
49 0 234,319,1195,1643,1787,1908,2097,2376,3388,4041,4135,4402,4950 8,10,7,10,7,6,4,5,10,5,1,3,7
50 1 246,570,920,1119,1237,1535,1790,1803,2198,2292,3188,3684,4845,4911 9,3,5,0,5,1,5,10,7,5,9,9,2,9
51 0 55,2739,3833 1,1,3
52 0 257,572,1050,1714,2309,3376,3418,3603,3631,3938,4240,4334,4573 5,7,3,3,3,10,3,6,5,0,9,3,7
53 1 429,643,1297,1374,1945,2155,2302,2774,3183,3196,3557,3712,4036,4119,4398,4590 0,2,4,6,8,1,8,5,3,7,2,7,3,10,7,7
54 1 3576 6
55 1 105,388,802,1079,1098,1478,1843,2530,3041,3401,3542,4085,4231,4883 9,5,3,1,7,9,4,8,5,6,7,9,8,9
56 0 531,681,4996 7,7,7
57 0 378,613,918,1515,1588,1636,1755,1942,2023,2329,2915,2992,3067,3091,3274,3950,4177,4273,4313,4469 1,2,6,1,8,3,9,5,6,3,2,0,4,8,9,4,3,9,9,9
58 0 60,770,830,857,1731,2278,2465 10,1,3,3,4,6,1
59 0 589 8
60 1 998,1069,1460,1612,1938,1974,2000,2100,2459,3090,3230,3263,3661,4044,4587 8,10,0,10,9,7,3,4,0,6,9,2,2,1,5
61 1 647,1191,1608,2125,2495,2857,4066 8,5,2,10,4,8,5
62 1 3,391,1605,1837,2130,2547,3592,4175 9,10,0,9,3,4,10,2
63 1 1191,2320,2850,3188,4158,4526,4604,4886 5,10,7,9,10,2,9,1
64 0 72,830,1910,1968,2294,2310,2458,2498,2976,3012,3207,3999,4060,4205,4407,4730,4948 8,3,7,4,10,2,6,9,9,7,5,0,5,9,6,6,1
65 0 131,321,728,1825,3537,3726 9,10,0,10,10,9
66 0 254,2009,2095,3011,4420,4475 2,2,0,0,10,10
67 0 127,196,642,1724,1726,1804,2252,2316,2339,2531,2537,3190,4090,4317,4493 8,10,10,7,2,1,10,8,5,9,4,9,1,9,2
68 0 3287,3993,4002,4479,4920 0,5,10,3,10
69 1 352,499,1716,1903,2266,2739,3119,3216,4716 5,8,5,6,1,1,7,7,5
70 0 312,751,872,1030,1138,1255,1261,1639,1982,2220,2321,2528,3870,3956,3967,4682,4713,4911 8,0,0,5,9,6,8,4,3,8,10,8,0,6,4,10,9,9
71 1 1870,3111,3471 9,6,9
72 0 312,474,684,1423,1560,1848,2314,2721,2836,2930,3307,3556,3588,3692,4232,4552,4592 8,1,4,7,9,2,2,1,9,8,9,10,5,0,7,5,6
73 1 753,808,2431,2611,3424,4703 9,0,9,2,0,10
74 0 50,164,244,1198,1399,2807,3736,4023,4156,4221,4985 1,2,5,1,3,5,6,10,3,6,1
75 0 161,283,502,643,1085,1225,1351,1940,2227,2456,2531,2609,2955,3935,4000,4038,4532,4548 5,7,7,2,4,5,1,1,0,3,9,9,5,9,9,0,6,7
76 0 185,538,1112,1498,1944,2132,2626,2635,2668,2713,2897,2918,2999,3066,3609,3733,3892,4562,4836 1,0,1,3,10,1,5,6,5,10,9,10,1,1,1,10,2,5,9
77 1 2240,2424 0,5
78 1 853,957,1248,1370,1705,1857,2028,2319,2748,2942,3220,3498,3545,3881,4651 0,8,2,0,10,2,3,8,10,9,1,5,8,0,8
79 0 446,664,3381,3818,3907 5,7,4,7,0
80 1 1509,2133,2283,3116,3595,4531,4658,4892 2,1,4,9,6,9,4,5
81 0 1188,2794,4460,4949 5,1,3,3
82 1 130,908,1391,1601,1952,2171,2551,3689,3763,3945,4013,4348 8,2,2,2,1,9,6,2,7,0,1,5
83 1 1411 7
84 1 730,1189,1581,2465,3089,3515,4533 3,2,3,1,4,4,2
85 0 441,915,1462,1592,1901,2100,2861,2907,2966,3412,3536,4060,4165,4368,4376,4754 1,6,0,9,10,4,1,7,2,1,3,5,6,6,4,8
86 0 297,637,1320,1360,1635,1864,2274,3391,3406,4126,4281,4461,4581,4609,4674 8,0,9,5,8,3,10,10,3,4,1,5,3,8,4
87 0 530,806,2040,2346,2934,3231,3266,3653,4063 6,1,8,0,8,9,2,5,5
88 1 268,3883,4630 9,10,8
89 0 19,557,617,970,1714,2519,2861,3014,3525,3858,3933,3998,4124,4730 3,5,0,8,3,4,1,4,9,3,6,4,5,6
90 0 133,219,404,630,697,701,1189,1370,2738,2768,2772,3281,3395,4062,4270,4587,4768,4827,4931 10,2,4,2,3,10,2,0,10,8,1,4,3,1,10,5,7,10,9
91 0 159,741,3359,3737,3892,3908,4196,4622 3,9,4,9,2,2,10,1
92 0 931,946,1240,1383,1543,1718,1799,2156,2984,3963,4102,4351,4418,4717,4742,4813,4895 7,1,6,1,1,8,4,5,6,3,1,8,3,9,9,5,0
93 1 2166,2195,3528 3,8,8
94 1 4843 1
95 1 691,737,1081,3324,3420,4085,4449,4530,4978 5,5,9,10,10,9,1,5,1
96 1 1468,2605,3295,3699 8,9,1,8
97 0 257,338,1660,2379,2765,3739,4055 5,3,0,2,9,7,5
98 1 798,1126,1436,1673,1798,1874,2914,3665,4198 3,4,10,9,7,0,6,6,7
99 0 235,308,2177,2338,2484,2560,3162 1,1,8,10,3,9,4
100 0 1581,2478,3253 3,10,5
101 0 1227,3828,4499 5,5,8
102 0 249,1454,1581,2955,3270,3436,3815,4191,4656 9,7,3,5,0,4,0,3,10
103 0 342,542,1459,2074,2324,2613,2886,3673,3810,4829 1,9,4,10,10,3,3,1,5,10
104 1 748,1205,1222,1348,1709,1934,1969,2082,3106,3151,3226,3308,3560,4169,4217,4502,4700 4,6,7,4,4,3,3,4,4,0,6,8,2,8,3,2,7
105 0 341,976,1308,1331,1332,1485,2019,2422,2593,2793,2803,3011,4089,4300,4306,4339,4726,4829,4946 5,1,6,7,4,4,0,10,1,5,8,0,10,3,3,4,0,10,0
106 1 43,156,502,927,1175,1429,1465,2175,2293,2854,3015,3698,3817,3822,3990,4585,4710,4819 9,3,7,9,9,7,2,3,5,9,3,4,5,5,4,8,3,8
107 0 170,532,1120,1220,1322,1911,2617,2640,3105,3577,4607 1,9,2,5,10,8,10,0,8,9,3
108 1 382,1746,3232,4790 5,9,3,5
109 1 285,951,969,1066,1105,1598,1941,2204,2303,2584,2800,3160,3256,3365,3444,3754,3965,4878,4889,4934 4,8,10,7,2,1,4,1,6,6,9,6,5,2,8,3,5,6,2,5
110 1 940,961,1338,1531,1816,1918,2207,2783,3336,3409,3653,3904,3972,4035,4109,4278,4296,4547,4766,4935 7,7,3,0,5,0,3,8,4,6,5,1,2,10,1,0,4,8,8,8
111 1 283,511,617,1383,2324,3058,3073,3161,3205,3901,3971,4828 7,10,0,1,10,6,5,2,8,4,0,6
112 0 154,1435,1861,1984,2436,2809,3063,3260,3553,3588,4254,4673,4680,4787 10,1,4,5,7,5,4,7,4,5,6,0,10,0
113 1 3561 10
114 0 1611,1987,2105 5,2,0
115 0 475,675,1412,3592 10,9,10,10
116 1 831,1125,2445,3598,4552 4,6,10,9,5
117 1 17,124,378,415,785,1248,1376,1506,1689,1819,2048,2192,2536,3439,4614,4847 10,5,1,6,4,2,9,7,1,9,9,6,6,8,1,6
118 0 251,1070,1080,1353,1572,1599,1852,2297,2388,2584,3549,4153,4262,4274,4435,4753,4964 6,7,2,6,1,7,3,10,4,6,5,9,1,2,2,0,9
119 0 2303,2724,4048,4247 6,2,5,5
120 1 945,2080,3528,4063,4330 2,1,8,5,10
121 1 172,2230,4057,4768 10,10,4,7
122 1 1796,2186,2743,2887,3907,3970,4445 3,7,0,4,0,4,1
123 0 1284,1305,4873,4984 8,5,6,10
124 1 722,1152,1179,1817,2030,2429,2812,4468,4864 0,6,6,7,0,0,0,7,3
125 1 322,1012,1291,1338,1725,2048,2823,3243,3373,3377,3792,3985,4160 7,9,4,3,7,9,5,0,6,1,6,3,4
126 1 408,1171,1554,1616,1716,1841,2863,3883,4531,4544 7,0,9,2,5,5,2,10,9,4
127 1 628,665,1080,1332,1388,2753,3473,3623,3888,4048,4855,4909 3,0,2,4,9,4,5,1,1,5,10,6
128 0 91,258,698,2215,2615,2824,3472,3498,3505,4199,4520 1,9,0,6,5,0,1,5,9,10,1
129 1 3,438,788,902,1036,1599,1622,1714,1917,1933,1983,2250,2694,3433,3770,3820,4477,4943,4991 9,3,4,3,8,7,9,3,9,10,4,2,6,2,5,1,8,0,0
130 1 233,604,1359,3318,3472,4556,4894 6,1,2,4,1,0,5
131 0 239,612,1468,1912,2136,2772,3757,3915,4019,4352,4589,4700,4854 0,8,8,6,10,1,5,5,2,0,0,7,10
132 1 268 9
133 1 110,367,1230,2791,3119 1,2,1,2,7
134 1 30,599,923,1667,2005,2494,2737,3167,3177,3493,3776,4157 7,3,2,10,2,9,2,3,5,1,7,4
135 1 1439,1682,2669,3262,4285,4291,4820 1,0,0,0,0,5,1
136 0 2053,2202,2409,2427,2606,2819,2949,3605,4896 8,5,2,4,2,10,1,2,4
137 1 6,449,511,1744,1897,1978,2284,2589,2974,3801,4162,4196,4632,4653 6,0,10,10,1,4,2,0,1,3,2,10,9,3
138 0 149,333,384,972,1437,2437,3463,3590,3851,3885,4424 8,6,0,2,1,6,7,0,9,10,8
139 1 747,917,1677,2065,2435,2437,2963,3085,3236,3367,3726,3787,4422,4461,4512,4643,4673,4812,4982 8,1,5,1,5,6,9,4,9,7,9,8,7,5,10,0,0,3,6
140 1 200,505,939,1304,1619,1687,1781,2222,2737,2759,3358,4020,4433,4621,4949,4952 0,7,6,0,9,8,7,4,2,0,9,7,0,3,3,0
141 0 228,246,321,664,682,859,923,1079,1210,1929,2038,2615,2634,3343,3667,3686,3774,4335,4837 3,9,10,7,8,5,2,1,3,8,4,5,2,7,7,1,10,8,2
142 1 1382,4066 7,5
143 0 280,438,568,863,2751,3524,4205,4735,4976 7,3,5,10,10,0,9,9,4
144 0 526,1020,2191,3385,4171,4469 4,2,9,9,3,9
145 0 718,1450,1736,2579,3079,4568 10,10,7,10,7,8
146 0 471,550,692,943,996,1084,1254,1903,1921,2254,2600,2871,3105,3297,4657,4751 2,4,8,2,1,6,0,6,6,4,7,8,8,2,8,9
147 1 156,425,578,1010,1071,1479,1995,2749,2900,2972,3458,3656,3663,4193,4208,4577 3,7,10,2,10,3,5,1,0,1,8,10,1,8,8,8
148 0 1196,1514,2379,3211 10,6,2,4
149 0 2033,2050,2102,2800,3061,3848,4249,4878 7,3,2,9,8,6,7,6
150 0 291,348,474,590,669,881,1181,1569,1666,1842,1899,2427,2559,2979,3004,3756,4057,4390,4807 4,6,1,1,7,10,8,1,5,7,0,4,7,0,5,5,4,3,9
151 0 121,489,1344,1744,1764,2128,2938,3120,3231,4010,4015,4313,4851,4895 4,6,5,10,7,7,10,9,9,3,7,9,0,0
152 1 184,388,672,768,1429,1658,2192,2475,2680,3075,3413,3673,4790,4989 2,5,2,3,7,4,6,5,9,8,5,1,5,1
153 1 148,791,983,1313,1320,1467,2095,3606,3743,3788 10,4,8,6,9,10,0,10,0,9
154 1 1036,2287,3729 8,2,7
155 0 23,383,641,3671 5,2,1,4
156 0 103,583,919,1199,1657,2327,2339,3455,4013,4733 6,3,1,10,3,9,5,2,1,10
157 1 262,1034,1739,2138,2549,2566,2872,3525,3721,3803,3836,4780,4800,4927,4940 0,3,2,8,10,5,1,9,9,2,7,9,8,4,4
158 1 194,346,1195,1550,1658,1896,2625,2761,3560,3661,3721,4237,4323,4464,4562,4646 5,9,7,8,4,3,9,10,2,2,9,8,8,3,5,5
159 1 529,535,759,829,1613,1665,2321,3139,3183,3588,3667,3671,3679,3915,4159,4381,4599,4788,4907 7,4,10,9,3,10,10,6,3,5,7,4,0,5,8,2,6,3,7
160 1 44,47,406,820,1478,1632,2389,2527,3196,3460,4401 2,5,3,10,9,6,10,1,7,10,4
161 0 1371,2040 8,8
162 1 295,1372,2246,3778 3,4,3,2
163 0 26,329,2378,2389,2640,3059,3404,3565 9,9,1,10,0,0,7,0
164 0 249,1393,2115,3633,4059,4674 9,3,9,1,5,4
165 1 336,654,768,1081,1608,1682,1746,2235,2414,3492,3925,4280 10,1,3,9,2,0,9,5,0,7,7,8
166 1 357,402,725,1518,1591,1716,1783,2073,3997 10,5,2,2,2,5,5,7,3
167 1 579,594,1799,2042,3119,3291 8,5,4,7,7,8
168 1 1178,1919,2480,4471,4984 5,5,9,7,10
169 1 382,759,1302,1724,2352,3456,4360,4486,4647 5,10,3,7,1,10,1,7,4
170 1 366,439,539,556,957,1385,1386,1994,2126,2557,2982,3203,3458,3510,3620,3773,3901,4417,4955,4957 1,8,1,8,8,10,5,9,1,2,3,5,8,6,1,0,4,9,1,10
171 0 85,554,1074,1144,1176,2102,2479,3350,3372,3468,3534,4261,4591,4840,4890 4,6,3,0,2,2,5,4,4,1,1,7,2,2,8
172 0 169,463,498,730,771,952,1726,1927,2614,2805,2973,3360,3844,4332,4388,4642,4658,4862 7,10,7,3,8,9,2,9,2,2,8,4,3,3,5,1,4,9
173 1 135,170,323,350,415,576,981,1131,1249,1382,1693,2220,2722,2809,3305,3413,3603,3956,4920,4940 8,1,2,0,6,0,2,10,6,7,1,8,6,5,1,5,6,6,10,4
174 0 883,1027,1059,1060,1091,1697,1822,2068,2186,2350,3784 1,5,2,0,7,5,6,7,7,8,0
175 1 86,646,730,3295,4991 10,5,3,1,0
176 1 673,1156,2228,2880,4329,4631 6,8,9,4,8,7
177 0 461,1123,1479,1487,2126,2398,3599,3637,3914,4791 6,1,3,7,1,2,5,2,1,2
178 1 488,1433,2601,3587,4553,4609,4775 3,7,1,4,7,8,2
179 0 2,72,380,508,711,1023,1300,1409,2324,2456,2464,2788,2946,3914,4190,4924 2,8,6,6,4,0,10,5,10,3,8,7,8,1,10,2
180 1 23,88,206,220,233,364,397,682,938,945,1094,1438,1704,2913,3491,3758,3805,4097,4477 5,1,0,2,6,2,1,8,9,2,0,0,5,8,1,9,3,0,8
181 1 1164,1236,2918,3021,4397 8,1,10,8,8
182 1 4469,4735 9,9
183 1 380,2282,3814,3950,4479 6,3,10,4,3
184 0 253,606,767,1201,1455,1530,1715,2406,2999,3120,3423,3941,4544 9,5,6,0,4,5,0,10,1,9,1,10,4
185 1 468,516,639,818,1128,1183,1294,2684,3538,3900,3906,4854 4,10,9,0,1,10,1,7,8,9,3,10
186 0 97,1063,1242,1294,1359,1522,1659,1868,2001,2072,2615,2711,3358,3413,3976,4254,4423,4534,4890 3,0,6,1,2,9,5,10,1,0,5,4,9,5,7,6,2,3,8
187 1 614,1715,2288,4493,4529,4558 1,0,2,2,7,2
188 0 777,1010,1836,2429,3008,3770,4007,4980 6,2,10,0,9,5,3,1
189 0 183,1073,1549,2622,3008,3048,3860,4072,4475,4542,4593,4944 4,1,10,10,9,4,0,3,10,2,6,9
190 0 168,704,953,1368,1748,3529,3615,4518,4620,4841,4878 0,8,10,4,5,9,0,10,5,1,6
191 0 233,824,1365,2664,2804,3200,3709,4063 6,3,1,0,1,7,7,5
192 1 1676,2012,2518 8,2,0
193 0 971,1021,1621,1879,2089,2288,2292,3075,3124,3479,3522,3524,3914,3975,4353,4983 0,9,2,3,5,2,5,8,10,6,9,0,1,5,3,4
194 1 788,1490,1961,2982,3517,4140,4187,4429,4532,4849 4,7,9,3,3,8,0,7,6,0
195 0 782,871,1277,1342,2504,3750,4902 4,2,4,9,2,2,1
196 1 405,2130,2726,4529 1,3,8,7
197 0 124,937,1151,1152,3276,4891 5,9,4,6,6,6
198 1 5,1655,1673,2420,3606 6,3,9,0,10
199 0 517,554,1379,2312,2545,2742,3065,3368,3950,4648,4931 8,6,2,10,7,10,0,8,4,6,9
200 0 888,1057,1127,2236,2362,3236,3308,4215 4,4,5,1,5,9,8,5
201 1 54,77,932,1065,1145,1494,1689,2064,2236,4585,4722 3,4,6,9,9,10,1,4,1,8,0
202 1 343,431,1064,1401,1512,1760,1857,2047,2337,2795,2881,2958,2989,3057,3600,3773,4137,4725 2,9,6,1,9,7,2,7,3,0,10,4,0,10,9,0,1,5
203 1 877 5
204 1 949,2407,3418,4012 4,9,3,3
205 0 16,1110,1928,4965 7,9,4,10
206 0 336,2264,2973,3295 10,8,8,1
207 1 422,568,912,928,959,1160,1576,2100,2861,3342,4354,4371,4671,4675,4720 7,5,3,6,4,0,9,4,1,3,0,10,10,6,3
208 1 88,1120,2309,3694,3730,4190,4316,4769,4840 1,2,3,2,6,10,8,6,2
209 0 3918,4114,4451,4809 7,7,3,5
210 0 1312,1315,4272 1,2,9
211 1 75,353,704,1150,1363,1447,2196,2471,3527,3618,3890,4162,4404 4,9,8,0,2,8,1,10,2,5,8,2,0
212 1 289,852,856,1104,1108,1251,1531,2501,2713,2948,3235,3283,3464,3635,3728,4011,4392,4497,4709,4898 5,5,10,9,9,3,0,6,10,8,8,1,6,2,7,6,10,10,0,1
213 0 1402,1618,2334,3066,4217 2,0,5,1,3
214 0 584,625,734,806,1529,1814,2076,4325,4792 8,9,1,1,7,6,8,7,5
215 0 87,310,436,912,947,960,1338,2035,2197,2582,2672,2917,3207,3296,3770,3973,4257,4610 6,2,2,3,1,8,3,3,9,0,9,8,5,2,5,2,0,2
216 1 625,1360,2596,2898,2941,3913,4163 9,5,7,9,2,1,8
217 1 52,182,379,1402,1856,2045,2242,2430,2649,3236,3382,3706,3857 6,8,10,2,7,7,0,3,1,9,5,4,4
218 0 17,1326,1482,1601,1911,2783,2858,3646,4615,4812 10,8,8,2,8,8,6,6,1,3
219 1 473,836,905,1573,1612,1890,1932,2031,2075,2237,2252,2613,2735,3022,3075,4420 1,0,9,7,10,7,4,3,5,10,10,3,7,10,8,10
220 0 1145,1961,2555,3795,4117 9,9,9,7,5
221 0 1304,1358,1522,1924,2935,3324,3328,3499,3758,4165,4463 0,7,9,2,6,10,3,3,9,6,3
222 0 43,500,853,1371,1633,1650,1797,1900,2408,3230,4190,4325,4787 9,3,0,8,10,3,2,7,0,9,10,7,0
223 1 3073,4066 5,5
224 0 234,275,451,819,953,1416,1559,1739,2152,2308,2517,2634,2642,2810,3130,3199,3321,3472,4723,4987 8,3,1,8,10,10,3,2,7,10,7,2,6,2,1,4,10,1,5,10
225 1 791,1611,1918,2272,2613,2845,4182,4361,4386,4875,4897 4,5,0,6,3,2,1,8,2,4,4
226 1 2756,3092,4981 4,8,2
227 0 219,2655,3374,3399,3684,3798,4505 2,9,10,0,9,3,5
228 1 1160,1312,2066,2363,2591,2667,3193,3295,4049 0,1,9,0,10,3,2,1,1
229 1 884,1199,1453,1720,2316,2337,2385,3682,4080,4102,4208,4533,4552,4801,4873 1,10,8,0,8,3,9,2,10,1,8,2,5,5,6
230 0 782,1205,1453,1590,1750,1821,2033,2191,2848,3089,3572,3759,3853,4171,4926 4,6,8,4,4,5,7,9,3,4,2,4,5,3,7
231 0 1146,1299,1416,1432,1764,2499,2617,2939,3537,3755,3825,4184,4618,4647 4,5,10,9,7,5,10,7,10,10,7,10,9,4
232 0 200,394,596,986,995,1642,1943,2122,2655,2962,3736,3862,4107,4250,4277,4518,4525,4676,4826 0,2,2,4,8,7,9,7,9,1,6,0,4,9,2,10,2,10,5
233 1 724,759,802,875,1397,1609,1669,2060,2086,2218,2642,3045,3260,3620,4314,4330,4479,4487,4686 1,10,3,1,2,0,9,6,7,1,6,8,7,1,3,10,3,5,2
234 0 158,404,1084,1375,1702,1863,1986,2031,2363,3232,3934,4137,4180,4222,4602,4721,4964 1,4,6,10,6,1,5,3,0,3,6,1,7,6,5,10,9
235 1 293,340,360,787,884,1496,1595,1998,2339,2510,3108,3373,3471,4202,4536,4987 4,5,3,5,1,5,10,5,5,1,6,6,9,1,9,10
236 0 290,872,2200,3778 5,0,8,2
237 1 2449,3423,3684 8,1,9
238 1 135,271,810,1498,1502,1577,1641,2337,2414,2417,2564,2581,2807,3602,3753,3975,4592,4625,4838 8,10,1,3,3,5,10,3,0,7,0,9,5,0,2,5,6,1,0
239 1 16,783,2427,3722 7,2,4,1
240 1 743,899,2002,2564,3444,4015,4992 4,6,3,0,8,7,8
241 1 127,1434,2597,2795,2890,3345,4472,4830 8,10,2,0,0,2,8,8
242 0 48,619,965,1113,1314,1620,1834,2238,2395,2673,3076,3422,4131,4186,4882 3,8,9,1,6,9,9,8,8,2,0,7,0,8,10
243 1 1799,2699,3250 4,0,7
244 0 369,666,743,1079,1149,1353,2272,2732,2912,3139,3560,4071,4630,4960 8,10,4,1,1,6,6,9,10,6,2,7,8,7
245 1 0,2058,2316,2880,3218,4697 4,10,8,4,9,3
246 0 303,930,959,1231,2444,2600,2650,3139,3549,3876,3931,3938,4089,4262,4325,4375,4457,4584 7,2,4,0,2,7,8,6,5,9,10,0,10,1,7,10,7,0
247 0 3324 10
248 0 674,787,832,1120,1557,1822,1984,2196,3574,3854,4871 8,5,1,2,2,6,5,1,7,2,0
249 0 424,3348,3757,4670 6,8,5,4
250 0 226,289,969,1999,2278,3126,3555,3614,4035,4156 8,5,10,7,6,1,6,2,10,3
251 0 395,663,1044,1670,2253,2451,2945,3537,3698,4335,4662,4808 4,2,3,6,10,3,7,10,4,8,9,0
252 0 918,3671,4088,4932 6,4,1,3
253 1 178,188,241,479,682,842,1051,1297,2312,4496,4505,4969 1,7,0,0,8,6,2,4,10,0,5,2
254 1 942,1051,1059,1095,1861,3103,4007,4641 0,2,2,2,4,2,3,8
255 0 542,1302,1343,3522,4084 9,3,5,9,6
256 0 2,612,974,1142,1409,1955,1976,2386,2987,3552,4169 2,8,8,1,5,10,10,4,3,5,8
257 1 407,4335 3,8
258 0 1002,4687,4750 5,10,9
259 1 264,936,3764,4576 6,10,0,4
260 0 385,574,1042,1417,1709,1820,2980,3601,4135,4268,4463,4568 3,0,5,9,4,1,9,0,1,10,3,8
261 0 403,857,1435,3550,4693 5,3,1,5,6
262 0 1686,1753,2125,3182,3777,4747 8,10,10,9,4,4
263 1 30,253,425,587,846,1055,1101,1339,1600,1775,1963,2048,2362,2447,3542,3780,4207,4642,4649,4681 7,9,7,5,3,8,0,6,0,4,9,9,5,1,7,4,1,1,6,6
264 1 207,559,1056,2110,2189,2290,2524,2794,2925,2931,3301,3307,3942,4154,4391,4472,4900,4913 8,5,4,1,3,8,8,1,7,1,4,9,2,7,8,8,3,2
265 1 465,777,811,855,945,1241,1345,1480,1896,2629,3064,3119,3185,3546,3607,4263,4278,4744,4766,4871 4,6,7,7,2,0,6,10,3,8,1,7,10,4,9,0,0,6,8,0
