

0 0 8085 1
185 1 167,635,3258,5839,8575,9097,9207 2,9,3,9,1,4,2
186 0 383,499,1393,1784,3155,3310,4077,4460,4499,4681,6327,6589,6744,6796,6902,7238,7991,8758,8911,9564 1,8,10,7,1,2,0,5,2,6,6,5,7,10,4,6,0,10,0,3
187 0 575,1232,2027,4363,4910,5023,5167,5386,6107,6674,7483,7517,8669,9675 2,0,3,4,4,6,3,5,10,0,7,0,3,9
188 0 145,612,633,941,1304,3383,3776,4359,5361,5482,5493,5563,5576,5666,7965,8712,9468,9551,9912 4,9,0,4,0,1,8,8,1,6,3,1,9,5,1,8,3,10,1
189 0 298,434,952,1408,2326,2377,2659,2897,3686,5787,6101,6112,7550,7652,7963,8579,8967,8969,9625 0,9,10,3,7,6,7,2,7,6,7,5,2,9,3,10,4,5,5
190 1 1255,1387,2107,2201,4553,6636,6975,7035,8006,8399,8914,8977,9043,9482,9766 4,10,7,4,4,9,3,10,3,1,8,8,0,3,1
191 0 5544,6211,6626,6931 3,3,2,3
192 0 110,596,779,1385,1754,2165,2985,3190,4256,5697,6737,7089,7477,8255,8391,8471 2,8,8,0,3,8,5,4,0,1,6,8,2,0,10,3
193 0 536,753,1293,1586,2042,2435,2889,3586,3934,4322,4623,4926,4963,5906,6928,8394,9395 0,4,2,4,2,3,8,0,1,9,5,3,3,2,8,3,6
194 0 5694,7847,9678,9974 1,1,2,4
195 1 2408,2695,2702,2872,4800,4896,5549,6128,6516,6519,6615,6834,7941 3,2,7,1,10,0,4,9,6,10,5,9,2
196 0 420,885,2545,2930,3094,3774,3893,3914,4111,4193,4253,4678,5105,7707,8244,8471,8674,9512,9700 10,8,6,5,1,3,5,3,2,4,9,8,6,6,8,3,1,9,1
197 0 563,687,786,3065,3123,3261,3608,3654,3694,5947,6546,7454,7706,7789,8257,8892,9241,9450 5,10,1,8,0,0,0,10,6,7,7,10,1,3,4,6,9,4
198 1 453,3956,4048 5,9,6
199 1 538,1477,2806,2826,3458,4686,5970,5994,8363,8456 4,5,1,8,3,10,9,1,0,1
200 1 312,5338 2,3
201 1 4299,7086,8791,9824 1,9,6,7
202 1 2047,2518,2583,2919,3296,4755,5476,5904,6265,6824,6974,7889,9250,9370,9623,9963 8,7,8,2,5,5,1,8,8,0,4,7,9,4,0,1
203 1 438,501,696,1659,5920,6273,7136,7160,7191,8272,9128 5,4,4,8,3,10,4,0,7,0,3
204 0 720,955,1880,2577,3141,5732,6503,6967,7967,9673,9891,9903 6,9,4,5,8,5,4,2,9,4,9,2
205 1 7704 5
206 1 1983,2121,2789,2800,4295,5219,5461,5549,5752,6692,7338,7875,8355,9434,9445 7,7,3,6,10,5,10,4,9,6,7,1,9,9,3
207 1 776,1321,2450,3061,4720,5587,6383,7153,8343 3,8,5,5,8,3,4,8,7
208 1 1122,4711,6110,6853,8109,8521,8536,9989 4,1,6,1,6,8,0,4
209 0 1169,2112,4075,7099,7700 7,9,3,6,10
210 0 788,3182,3674,4296,5526,6297,6527,6580,7672,7742,8195,9887 3,8,9,4,1,1,5,6,10,3,0,2
211 1 2930,7290,9934 5,7,6
212 0 832,969,3218,3413,3546,4144,4222,6116,6310,7250,7697,8409,8673,8826 8,2,0,5,2,6,3,8,8,1,0,9,3,9
213 0 236,311,1063,4002,5045,5815,6137,7138,7904 2,1,10,3,5,6,5,7,7
214 0 646,855,950,1267,1540,1848,2024,2277,2457,3631,5031,5901,6058,6157,7059,8127,8671,8693,8773,9052 7,9,8,1,3,4,5,6,4,10,9,9,9,8,1,9,7,4,5,10
215 1 1163,1175,1413,1745,3428,3895,4195,4458,5381,5884,7072,7297,8305,8624,8969,9522 6,5,3,8,6,7,8,1,3,7,1,8,7,4,5,0
216 1 733,893,903,1078,3924,4040,4600,4851,5445,5483,5668,6798,6972,8490,9042,9491 2,7,0,6,3,6,3,0,0,10,6,8,10,8,3,10
217 0 506,1038,1370,1563,1710,2427,4283,5246,5559,7418,9625 9,3,2,3,3,10,8,6,0,2,5
218 1 58,694,885,910,1766,2063,2358,2490,3401,4182,4313,4357,4462,5258,6829,7550,7729,9227 9,7,8,2,7,1,5,9,3,4,8,5,7,6,3,2,0,7
219 1 300,1889,2651,3255,3439,3699,4069,4175,4254,6619,6630,6654,6734,7575,7706,8682,9163,9205,9870,9892 9,4,6,4,6,10,0,1,1,10,9,5,9,5,1,1,9,7,7,7
220 1 137,341,1100,2565,2693,3945,4518,5142,7228,9331,9718 7,5,0,7,8,2,4,5,9,6,6
221 1 204,336,1063,3074,3567,3577,4674,5156,7287,7357,7399,7463,7686,9115,9815 7,10,10,6,5,3,6,2,10,10,9,8,9,10,9
222 1 3,2144,8206,9298 0,5,3,7
223 0 778,1441,3639,4186,6299,7122,7477,9665 9,9,6,2,10,7,2,8
224 1 132,1336,1637,1851,2107,2607,3037,3197,4319,6460,6851,7301,7467,8281,8494,9002,9142,9607 5,4,2,10,7,9,9,1,4,3,8,4,1,8,7,5,0,1
225 1 953,3416,4017,7176,7238 9,6,5,9,6
226 1 1759,2791,2802,2837,4007,6397,6443,7826,7894,8520,8926 10,1,3,3,5,3,8,3,8,10,0
227 1 195,1968,2878,3160,6462,7932,8422 2,5,5,3,0,7,8
228 1 396,856,981,1499,2128,2294,2996,4951,5197,5836,6092,6097,6406,7532,8472,8818,9104 0,10,8,7,2,1,10,4,4,10,0,9,3,10,4,4,10
229 1 721,1077,1432,2283,2851,3464,4275,4632,4808,5240,6185,6634,6677,6867,7108,7268,7316,8166,9535 8,2,3,8,6,1,10,6,7,2,1,4,10,5,2,2,10,3,8
230 1 1105,1291,1636,4321,5991,7459 8,10,6,1,7,0
231 0 1084 3
232 0 83,927,1926,2449,2496,2509,2601,3338,3632,5374,5971,6832,6852,7270,8206,8655,8667,9145,9286,9842 6,5,9,2,3,10,1,5,4,7,0,1,5,1,3,9,7,9,2,1
233 1 264,290,1199,2723,2855,2925,4075,4241,4282,4516,6166,6189,8409,8438,8715,9360,9737 3,1,0,7,7,1,3,1,8,4,4,7,9,9,8,8,10
234 0 2058 8
235 1 3541 0
236 1 256,1177,1364,4256,4569,5809,9376,9804 9,7,4,0,3,4,8,5
237 1 835,2585,3328,3710,3940,4154,4865,5536,5954,7332,7633,7941,8126,8226,8634,8661,8711,9026,9888 2,0,4,4,7,9,6,7,2,7,8,2,9,2,8,8,4,7,4
238 0 3218,3245,3957,4294,4317,5512,6223,6395,6406,6585,6677,7457,8136,9948 0,6,0,1,2,2,7,8,3,10,10,2,9,5
239 1 7029,9205 10,7
240 1 80,151,2592,2966,4433,5453,5998,6441,9464,9728,9741 6,9,1,6,0,6,9,2,10,2,5
241 0 2445,2544,2645,3145,9151,9655 6,10,10,2,6,10
242 1 122,894,1187,1273,2819,2832,5920,6447,6986,8964,9007 6,7,9,6,9,5,3,1,4,6,1
243 1 774,1698,3816,4240,5399,7282,8943,9972 0,8,5,6,2,0,6,3
244 0 4366,8897 2,2
245 1 1011,1034,1402,1879,2033,2427,2548,3007,3283,3436,4766,7123,7451,7527,7646,9202,9607,9808 4,0,9,5,2,10,3,9,1,5,6,2,8,7,2,5,1,3
246 0 17,163,1562,2054,3899,6842,7916,8122,9188 7,5,6,2,7,8,7,8,4
247 1 764,885,897,1470,3743,3820,4025,6476,6846,7350,8297,8744 6,8,10,5,3,2,0,0,6,9,3,5
248 0 5662,7854 1,3
249 1 1358,3343,3720,3922,4089,4592,5820,6312,6406,6527,7148,7847,8252,8683,8874,8945,9763,9944 2,8,9,10,1,0,3,1,3,5,5,1,7,1,8,1,5,10
250 1 269,289,693,1328,1905,3534,3637,3710,4039,4050,4638,5662,6175,7119,7158,7338,7584,8185,8334 9,7,6,0,1,10,5,4,5,3,6,1,6,1,2,7,7,9,9
251 0 864,1892,4435,5709,6378,7859,8740,9002,9464 5,4,4,7,4,9,1,5,10
252 0 108,4409,5820,6797 9,4,3,7
253 0 2308,5710,8007,8106,8643,9134,9293 3,0,10,1,1,10,6
254 0 633,938,1411,2671,3759,4954,7101,7439,7526,7616,7973,8875,9112,9179,9251,9708,9811,9842,9996 0,3,10,0,6,3,7,10,2,8,4,4,1,7,9,9,4,1,7
255 0 385,904,2077,3708,4207,4937,7351,7965,8538,9791 5,5,7,3,3,2,7,1,7,6
256 0 54,487,718,1359,1845,1972,2062,2206,3357,4408,4848,5458,6169,6387,8657,8940,9238 1,2,1,3,6,5,7,10,3,4,0,0,7,3,9,8,4
