

0 0 7431,8872 9,9
63 0 184,3274,5934,7150,7500,7690,10696,11012,11031,12225,14814,16862,17300 9,9,4,3,3,5,7,10,9,5,2,3,1
64 1 12467,14541,14838,14973 4,4,6,10
65 1 3551,4615,6222,7991,8877,9011,9049,9208,13294,13374,13511,13991,14372,17849,17869,18097,18939,18965 6,5,2,7,7,1,1,6,9,7,4,4,6,9,6,5,4,1
66 1 507,912,1375,2012,2200,2990,2993,3160,3186,5762,6525,9161,9428,9657,10451,12090,12865,13405,15353,16628 0,3,1,8,0,3,7,7,3,5,9,6,5,6,1,5,0,6,6,7
67 1 1407 1
68 1 415,5845,7036,11735,13392,13578,15516,19111 6,6,7,8,4,5,0,4
69 1 1125,1687,2972,3628,3711,3750,3788,4153,4576,5981,6230,8109,10981,11834,13123,13797,14619,17261 7,7,4,7,9,9,5,9,5,2,8,8,6,0,3,9,2,7
70 1 1173,3360,6146,8486,9415,9993,14226,15424,18717,19163,19882 0,10,5,7,5,9,10,7,6,8,9
71 0 3697,4233,15066 1,5,6
72 0 677,8439,15365,16030,16515 4,8,8,0,1
73 0 1046,1989,5347,5877,7052,7526,7734,8127,8577,9243,9621,11422,12249,13573,13575,15141,18002 8,3,1,4,6,9,3,8,9,3,0,6,1,10,1,9,3
74 1 585,2398,2762,3054,3242,7739,8768,11428,13181,14808,19171 8,7,4,4,2,0,9,3,9,2,1
75 0 1276,1564,3142,3767,4042,6772,7868,10130,10813,12869,14075,15819,15867 4,10,7,1,8,0,8,4,6,10,10,6,2
76 1 1257,6621,9679,10026,10304,11636,14111,19603,19938 9,10,6,1,9,4,3,3,4
77 1 1978,5326,5835,7165,7609,8047,10578,14534,16694,18375,18631,19117 8,6,2,2,5,2,6,6,8,7,2,3
78 1 7593,7859,10237,10333,19776 6,1,3,8,2
79 1 119,5249,14056,19803 7,0,0,9
80 0 3289,5215,8676,9610,12049,12438,12755,13095,13254,14190,14253,14285,15571,16041,16113,16474,16655,18045,18656,19318 0,2,8,10,4,7,1,7,2,8,3,9,9,1,0,7,0,3,1,4
81 0 1978,2480,2717,10738,13623,14820,18314,18410 8,8,5,8,7,9,7,3
82 1 4285,10430,18459,19233 10,7,1,5
83 1 459,1900,2932,3618,6994,8082,8106,8268,14881,15173,15424,16344,16488,17234 9,1,7,2,0,9,9,8,3,10,7,9,3,6
84 0 64,228,1776,4046,4089,7861,8601,9653,10899,11958,12019,12272,12386,12668,13740,15003,17144,19219,19919 6,4,2,2,0,9,0,7,8,4,0,9,2,4,8,10,8,1,7
85 1 230,2487,2710,6605,7326,8030,9435,9833,12167,14835,17297,17630,17813,19065,19983 7,3,1,3,10,1,2,6,1,2,1,6,5,9,1
86 1 663,681,2541,3011,3820,4913,8660,9957,10375,11337,11535,13117,14334,14824,15477,17234,17326,18464,18798 9,1,8,7,4,3,2,3,2,9,9,3,9,7,8,6,4,5,1
87 1 1091,9767,14517 5,1,10
88 0 495,1879,3514,5515,6168,7048,10244,10252,13536,14354,14489,15435,18013,18829 6,4,0,9,7,7,2,1,10,7,2,2,10,8
89 0 270,583,5331,5710,6147,7013,7684,8143,10648,11316,11825,11955,12961,13256,14786,16107,16828,18180,19136 6,3,0,10,8,8,9,4,9,10,2,6,8,10,5,9,10,7,8
90 1 2982,3788,8280,13455,17900 1,5,9,4,0
91 1 7903,10755,17069 1,5,6
92 0 639,3511,5601,5857,5901,6788,10307,11164,11602,13114,14571,15212,17837,18126 10,4,1,2,4,2,2,7,7,3,9,1,10,8
93 1 2899,3095,3628,10695,11882,14474,19046,19497 5,9,7,4,0,0,8,4
94 0 776,15498 6,5
95 0 1299,7456,8355,8413,8707,11655,13184,15776,19298 8,5,7,7,2,4,5,3,8
96 1 1583,2520,3361,6407,8766,9259,10351,10748,11668,12218,13486,14922,15469,16613,16713,17277,17895,17956,19222 6,1,10,3,9,4,8,5,0,8,10,0,8,9,0,5,5,4,7
97 1 4238,4270,5903,6071,6164,6372,6970,12639,14178,15180,15907 4,4,7,5,9,5,4,10,10,4,4
98 1 463,795,19621 5,7,7
99 0 14090 7
100 1 737,1083,1135,3137,3979,8450,9014,11409,13903,14182,14647,15787,16902,18283 3,4,5,3,4,4,9,3,4,8,9,4,9,2
101 0 2765,3240,5722,8196,9565,10245,16392 8,6,4,3,6,0,1
102 0 762,2806,3083,5463,6846,6985,7926,10136,10306,11111,15136,17000,17181,18142,19082 10,7,3,5,6,6,8,9,2,3,6,1,7,0,6
103 1 14609,17988 8,5
104 1 32,2276,3022,3996,4703,5781,9678,12243,18828,18992 2,0,9,6,10,6,8,10,8,3
105 0 771,1329,2345,3743,4001,6981,7953,10326,10499,11594,15540,16256 8,1,2,5,5,7,7,9,4,10,6,5
106 0 617,1225,2894,4235,6560,7068,7541,7613,8531,9485,13331,13340,16081,16957,17800,18155 5,3,8,9,6,1,4,1,10,4,4,3,4,8,0,0
107 0 16112 6
108 0 979,7887,14021,15230,16083,16182,17793 7,8,4,1,10,3,5
109 1 16,263,1325,2432,2568,2742,2977,4184,4720,5560,6000,6520,8165,8270,8529,9515,13150,19053,19438,19509 1,5,10,7,1,0,2,2,3,3,0,8,3,9,4,4,2,2,3,5
110 1 1191,6988 5,1
111 0 876,1718,1925,2482,5135,14079,15427,15921,16413,17531,18479,18970,19380,19750 4,9,0,5,4,6,7,1,1,7,9,2,9,6
112 0 1102,8272,10066,14108,17768,18240 1,3,3,10,2,3
113 0 76,746,1127,3412,3942,5927,8840,14398,14603,14898,14921,17750,18593 9,3,10,0,6,4,4,5,1,4,3,8,5
114 0 143,401,1886,5415,6539,7895,8025,8485,9010,9079,10306,10410,11046,13120,15262,17993,19333,19523 4,6,10,8,9,5,1,8,6,7,2,0,1,2,6,2,9,0
115 0 568,2677,5161,5239,6498,6556,7156,8689,9087,10453,11584,12324,14565,14736,15249,15834,16548,17570,19118 1,10,0,0,6,7,0,7,5,1,5,0,6,10,9,10,0,1,1
116 1 19102 2
117 1 518,807,1765,4546,5608,6393,7307,7443,10047,10135,12967,13373,15580,17093,17678,17755,17837,19149 2,2,5,1,10,7,4,4,2,3,7,4,8,2,2,1,10,2
118 0 1402,3222,6920,11084,11266,11615,11637 1,0,5,10,10,10,1
119 1 1157,1548,1660,4140,7397,7783,8323,8949,12238,12527,14892,17045,17176,18411,19073,19233,19691 8,6,8,10,9,5,8,6,2,2,7,5,3,1,0,5,10
120 0 2627,3907,5421,12543 0,7,1,3
121 1 1574,4294,10536,11556,12337,14953,15491,19158,19335 4,8,5,4,4,8,3,10,2
122 1 796,1131,1189,3598,5526,7560,8255,8983,11777,13189,13764,14425,15071,18184,18284,18658,19688,19749 0,4,7,1,0,4,4,3,1,7,6,10,8,6,5,10,1,9
123 0 135,2117,3489,3715,4476,9633,10752,12048,12087,12115,12435,14865,14991,15819,16446,17159,17435,17626,18707 9,9,0,3,6,9,4,2,6,10,1,8,7,6,0,4,9,9,2
124 1 901,5351,7702,7838,9194,9593,13663,14814,15146,18744 7,10,2,7,1,0,1,2,0,5
125 1 453,1162,1171,2485,5554,8049,8595,8750,9456,10420,10963,11123,12040,12496,15661,17666,19174 2,5,5,0,0,1,9,1,10,7,2,8,9,3,2,8,9
126 1 3179,5217,6738,8039,10585,12106,14203,15225,18052,18287,18339,18801 9,0,4,3,8,3,8,9,7,7,7,2
127 1 8483,9050,12905,13504,14207,17760,19154 7,3,7,9,3,9,8
128 0 5486 10
129 1 821,5610,6647,7998,8710,9553,11977,13174,13389,15462,17024,17107 6,1,9,0,2,3,7,5,9,6,10,6
130 0 89,480,2856,2882,7092,7151,7326,8040,12221,12804,15665,16259,16281,17481,17633,19219,19585 10,4,7,3,3,9,10,4,9,0,0,5,7,3,4,1,4
131 0 18736 3
132 0 99,5038,7275,13484,16131,18444,18584 9,9,3,0,0,7,6
133 1 312,7590,10053,12257,14693,17161,18450,19084 4,4,2,2,7,8,1,1
134 1 73,161,565,1647,1975,2241,2536,3157,4391,4548,5284,8698,9117,12235,14344,15365,16410,16608,16832,19129 2,6,9,6,6,9,1,7,8,3,3,8,3,10,7,8,3,8,9,9
135 1 3600,4150,12649,15225,15999,17240,17775,19327 2,5,0,9,3,5,0,5
136 1 4491,6657,7325,11660,13388,16559,17823 7,4,6,6,2,8,0
137 1 4844,8940,11079,12167,18255 7,2,7,1,7
138 0 5381,5838,7209,9915,10804 8,9,10,8,0
139 1 439,1817,1971,3664,5200,7735,7915,8587,9270,9426,9676,9871,10029,11804,12523,13458,15704,16413,16863 4,4,0,2,6,6,2,9,8,6,7,10,8,1,2,2,4,1,6
140 1 6779 7
141 0 211,418,1269,2279,3690,4188,5031,6351,6352,8771,11709,14375,16528,16704,17823,19056 1,10,8,2,7,7,6,0,7,10,4,10,6,3,0,9
142 0 3963,5234,5944,10648,11794,14199,14807,15691 1,3,3,9,8,4,2,7
143 1 3404,9486,11731,11768,12132,13298,13795,17834,17899 5,6,1,2,5,2,3,1,7
144 0 182,753,1137,2403,3924,7013,7532,7600,7946,9879,10598,13789,13939,13976 1,2,6,1,7,8,0,9,6,6,1,9,10,7
145 1 1094,2647,3454,6859,9685,11920,12957,13717 9,5,10,4,0,6,5,3
146 1 105,1465,2934,5754,6485,7265,7530,8975,10482,11838,16822,19058,19931 0,9,8,0,4,1,2,8,8,3,2,10,6
147 0 797,1364,1746,2613,3232,3445,7051,7742,8817,8905,9097,10203,11268,11906,14216,18314,19735 10,1,7,5,6,7,4,6,9,6,1,9,8,4,4,7,3
148 0 763,891,3809,5432,8560,9806,12263,16788,17666,17855,17986,19694 5,8,7,1,7,9,0,4,8,10,8,2
149 1 360,4433,7513,11246,14543 4,4,1,3,9
150 1 2712,2877,3532,5666,6065,7835,9524,9820,10006,11763,17231,17257,17545,19266,19280 1,3,3,10,9,0,7,0,4,9,9,10,10,5,9
151 1 114,3063,3259,9310,11987,12021,17791,19258 0,3,4,8,0,4,7,1
152 0 561,3091,4390,4498,8390,8527,9597,10256,15399,17017 1,0,3,3,10,10,1,7,5,2
153 1 15730 4
154 1 6664,7535,7911,8630,9096,9583,10171,11101,13968,15725,15821,19139,19956 7,8,0,1,10,6,3,2,7,8,0,7,4
155 0 432,2816,10466,10891,15555,16305,16847,19666 6,9,7,6,7,6,2,8
156 0 1967,3121,4268,4672,4765,6286,7319,10281,10801,11927,11946,12714,15334,16889,17132,17903 10,10,1,10,4,4,4,9,2,9,5,10,10,8,6,5
157 1 19966 3
158 0 2667,2902,3799,4261,4361,5614,5935,6086,9171,9383,10000,12559,12797,14013,16308,19348,19535 3,0,3,10,2,5,0,6,3,4,1,3,10,4,3,1,0
159 1 454,3703,3803,5452,5601,5619,5750,5919,13059,14865,18772 1,2,8,6,1,8,1,7,9,8,2
160 1 314,660,902,3340,5654,5676,5718,6636,9153,9708,10061,10407,11439,14773,15718,17389,18909,19246 10,5,8,3,0,3,6,8,0,1,9,10,4,9,4,4,0,1
161 0 283,3644,3864,4232,5911,7168,14732 0,3,1,6,0,9,1
162 1 180,2254,4791,5350,6853,7831,8571,10346,12302,13030,19559 4,0,0,7,2,2,7,9,2,7,4
163 0 304,7946,12501,13467,15685,16098,16252,17968,17997 2,6,10,8,2,7,1,3,8
164 1 887,3656,6493,6800,7667,12155,13923,14753,15063,18849,19016 3,4,9,3,1,10,9,9,7,8,1
165 1 253,8203,8501,9144,12641 10,7,5,5,6
166 1 3230,3881,4913,5746,6023,7003,12096,13638,14387,15038,15743,19126 4,7,3,6,6,5,1,2,6,2,10,3
167 1 174,1816,5916,6123,8694,8717,9221,10394,10457,13311,14848,15299,15841,15934,17330 5,10,9,6,10,0,1,0,5,5,8,6,4,8,2
168 0 230,1281,1958,2882,3521,4866,5408,10320,10429,11380,11721,12327,12847,14920,15785,15938,16509,16620,17586 7,2,9,3,8,1,4,2,3,7,10,10,4,7,3,4,6,1,4
169 1 57,4273,5524,5684,9873,10198,10213,11246,11749,13448,14300,18438,18904,19032 7,2,10,0,5,6,3,3,8,9,3,0,3,0
170 0 51,101,1275,2837,2874,5230,7034,8174,9209,9906,11145,11161,15039,16429,19113 4,10,3,4,2,8,2,10,2,10,8,3,7,2,3
171 0 2256,2677,5589,7306,8576,8636,9091,15210,15380,15837,19286 1,10,1,6,8,0,0,5,2,4,3
172 1 4386,7101,7531,9326,10119,13567,17466,18338 8,4,1,4,6,3,4,10
173 1 260,994,5759,17132,18766,19013,19065 6,10,5,6,2,7,9
174 1 5279,5895,6405,7273,8678,9872,10332,11062,11198,13065,13327,13545,14391,15179,17193,18306,18375,19565 4,3,2,10,3,9,6,5,5,1,9,8,3,2,3,2,7,6
175 1 2497,3345,6844,10519,12079,13004,13452,18269 5,2,6,0,9,1,7,10
176 0 3712,3935,9201 10,8,7
177 0 3065,3374,3685,4047,6457,6550,6558,7464,10118,10215,10743,14774,15183,16043,16150,19545 3,0,4,5,3,8,5,9,10,4,7,10,0,6,6,2
178 0 2852,4495,4888,5500,7043,8661,8811,9062,11688,14594,19816 10,9,1,10,5,10,1,5,5,0,5
179 1 252,1245,4643,9386,12858,13320,15970,17099,17824 6,5,6,7,10,7,10,4,1
180 1 2321,2867,4717,8576,8778,13199,15553,16512,18309,18825 3,2,7,8,1,4,7,3,7,5
181 1 502,598,3749,6887,10589,10656,14255,14982,16673,17014 4,7,0,5,1,3,4,2,1,7
182 1 3215,3694,3777,4980,5024,5164,7772,9288,10220,12050,14124,14432,15808,16782,17333,19335 0,5,2,6,7,4,2,5,5,2,1,4,6,4,5,2
183 1 582,2421,2846,5166,5193,5280,8017,9974,10973,12227,12276,16662,17166,18371,19366,19754 3,1,9,1,8,10,3,6,9,10,0,1,4,3,10,5
184 0 3917,10721,15611,19083 9,2,10,10
185 1 10359,10906,11276,17041 4,3,7,0
186 1 3883 2
187 1 43,287,424,2784,3915,5350,5542,8119,10921,13004,14061,15201,15415,16914,16960,17676,19069,19711,19952 2,2,7,7,0,7,9,10,3,1,2,4,0,0,4,4,10,7,5
188 0 291,569,2256,3615,4909,5514,7672,7704,8328,8518,13503,15724,18716 2,10,1,2,0,0,4,0,3,4,1,9,6
189 0 349,617,1229,2017,2026,2248,3108,4260,5197,5839,6857,8613,10663,11482,12269,14032,17488 8,5,5,2,0,2,8,6,1,7,6,4,5,4,0,6,6
190 0 208,2228,3855,5366,8061,8170,8627,10881,14599,14921,15053,16580,16962,17119,18290 7,7,4,1,1,0,9,9,2,3,4,7,2,2,4
191 1 5758,15317 8,5
192 1 5658,7181,7513,9475,9977,13476,17150 2,5,1,8,0,8,8
193 0 765,1061,1479,1797,3138,3599,7500,8189,12212,15998,16084,17264,18112,18122,18943 1,6,10,5,5,4,3,0,4,10,4,2,3,9,4
194 1 869,3299,9147,10729,16954,18338,19341 1,2,3,9,3,10,7
195 1 2222,2430,3784,7959,8164,8556,9034,9269,9448,9764,11825,12325,12745,15799,17493,19566 3,9,4,5,8,9,1,6,8,8,2,6,5,4,3,0
196 0 875,3034,4878,11717,12405,16074,17635,18008,18387,19025 6,2,2,7,4,10,1,1,4,3
197 1 324,1340,2158,2874,4689,4882,4985,5109,6453,6921,7462,8172,9741,10173,12720,14221,16332,17829,18745,19170 2,2,0,2,6,6,10,10,5,3,3,0,10,8,3,1,3,7,2,9
198 0 723,3173,5048,8450,10569,13565,18523 6,1,6,4,6,9,5
199 0 262,1211,2280,2789,3632,13373,13675,13691,13821,13952,14621,18216,18304,18362 4,9,10,9,9,4,4,2,3,2,10,7,4,7
200 0 1799,3438,3720,5108,6508,8363,9244,12678,13200,14328,14441,14555,16246,17307,18690,19676 2,2,3,2,3,9,7,0,1,7,1,1,8,5,10,6
201 1 272,1571,2671,4476,6413,6454,7886,8727,9957,10074,11082,13183,13759,15660,16639,19302 5,6,0,6,2,0,8,8,3,4,10,5,3,6,8,8
202 1 3882,4903,5033,7163,8142,10235,11498,11893,13128,13206,14941,15508,16116,16119,16211,16254,16466 3,8,0,2,0,8,4,3,10,9,3,10,9,1,6,6,7
203 0 447,521,3289,4428,6656,13581,18102 10,8,0,9,7,5,7
204 0 424,1806,2650,3351,3921,4581,5479,6559,6823,7380,7762,8144,8791,9395,13249,14099,14410,18163,18785 7,9,7,0,2,5,0,4,4,0,5,6,6,5,7,4,3,8,7
205 1 4325,8726,8972,10329,10841,10991,11868,18761 3,3,9,9,10,6,6,6
206 0 1046,1493,4751,6273,8421,10208,10841,12486,12665,15918,17756,19814 8,0,6,6,9,0,10,3,4,8,3,5
207 1 246,945,2007,3512,6891,9013,11420,17022 9,6,8,0,10,1,5,1
208 1 1344,12575,18132 0,7,8
209 0 419,547,4812,5826,7888,8163,8797,10441,11072,11472 10,6,6,0,9,8,2,6,10,10
210 1 5938 5
211 0 10970 1
212 1 509,2768,3494,5190,5434,10013,10747,13445,13564,16953,17104,19362 10,7,4,8,4,0,4,8,3,0,1,3
213 0 5532,5996,13426,18104 8,8,9,10
214 0 1501,3759,5542,6718,6822,7228,8567,14330,14824,15010,16750,17905 9,2,9,8,0,3,3,9,7,8,4,6
215 1 6403,13205 6,5
216 1 4473,4833,5299,6849,6917,8311,8875,10838,11538,11954,16396,17661,17905,18063,18641,19286 6,3,0,2,9,5,7,5,9,8,1,3,6,0,7,3
217 0 1961,4545 3,7
218 1 1041,6955,13194 6,6,2
219 1 1753,9442,10938 7,4,8
220 1 26,645,2978,3061,4067,7364,11714,15393,17988 0,6,5,3,5,9,4,4,5
221 1 451,6968,6979,7430,11024,11631,13093,13584,13946,15539,18222 3,10,7,8,10,3,8,7,10,9,6
222 1 1405,1552,3112,5203,9112,10432,11319,11653,11927,13158,14007 6,9,6,9,7,2,8,1,9,0,4
223 1 2312,3262,4452,4914,5038,6137,6597,7305,8200,9085,12107,12739,13407,13796,13855,14224,14673,15317,18330,19263 8,4,3,1,9,4,6,6,0,1,1,2,10,0,0,2,2,5,6,10
224 1 985,4849,11421,12349,12827,17814,18309,18941 1,8,0,6,2,10,7,4
225 1 200,706,3003,3013,7414,8146,8185,9362,10191,10996,11636,11889,12056,12492,13211,14450,15390,15911 7,7,0,9,1,2,8,3,9,2,4,4,9,3,10,6,9,3
226 0 343,1424,3659,4799,7998,11997,14240,17987 1,10,9,5,0,6,9,9
227 1 683,4189,4329,7026,10572,13904,15731,16039,17780 8,9,7,6,8,5,1,7,5
228 1 11868,14808,17827,18265,18337 6,2,6,5,0
229 1 9501,12244,17255,19868 7,8,4,8
230 1 1569,2016,3877,11449,14409,15162,15258,19185 6,1,0,7,7,2,7,1
231 0 71,3083,3686,4864,8270,10166,14759,15719,16375,19859 2,3,2,4,9,9,9,5,4,4
232 1 2121,2163,2683,4656,5285,5767,6564,9339,9460,9815,9967,13447,14907,14966,15347,16025,16740,18694 5,9,8,5,4,2,4,7,9,8,9,1,3,8,10,9,6,2
233 1 341,1401,3971,5744,7789,8451,10603,10647,10741,13416,13518,15549,15640,15760,15885,17074,18205,18485 4,2,8,6,9,6,1,8,10,10,8,4,1,5,0,2,10,5
234 0 471,476,1300,2417,2599,3554,3562,3622,7398,7611,8202,8423,11740,11921,12008,12685,16410,16500 10,4,0,8,1,3,1,9,6,10,5,6,7,9,1,6,3,1
235 1 534,3270 7,4
236 0 270,3494,4894,10381,10982,11898,14131,14399,14776,15585,15587,15626,17711,19223,19382,19782 6,4,7,7,9,3,5,4,2,10,9,5,4,1,6,2
237 1 946,4141,4155,4801,5952,7593,9812,12999,16640 4,7,1,3,6,6,4,6,2
238 0 1395,2191,2863,3166,3978,6088,7952,8604,9538,9547,9663,10405,11067,12683,13646,15544,15862,15969,16049,16248 9,7,10,4,7,9,6,5,0,4,1,3,10,8,10,4,2,2,3,1
239 0 8484,15263,16424,17555,19376 6,6,8,5,2
240 0 1128,5729,6423,7212,7518,10900,14718,14745,15709,17292 4,9,0,7,2,10,10,10,5,9
241 1 9000 9
242 1 3774,5859,9378,9984,10935,11852,15713,16216,16315,19199,19388 5,0,3,8,2,4,10,9,1,3,10
243 1 2006,5450,5824,6420,7992,8227,12470,12612,13629,13862,13969,14417,14478,16267,16920,17442,18053 6,9,10,2,3,8,5,8,10,9,2,3,7,3,0,0,0
244 0 1347,4661,6010,7194,7535,8498,9378,10577,10647,12280,15345,15944,16155,16588,18327 2,5,1,5,8,4,3,5,8,10,10,8,3,0,9
245 0 614,3666,3876,4379,7629,8902,9858,10049,10507,10625,11140,13123,13713,15275,15775,17533,18112,18521,19796 0,10,1,2,7,4,6,10,4,8,1,3,9,2,5,2,3,1,2
246 0 1784,2550,3166,3885,4245,5102,5836,8203,9177,11319,12847,13745,15001,15291,19826 1,4,4,4,8,3,2,7,8,8,4,0,5,0,4
247 1 881,2038,5417,8045,8140,9978,11239,11508,12518,14832,15915 5,1,1,3,0,7,10,4,7,4,10
248 0 9260,10441,11674,14014,14530,15334,18696 9,6,4,3,6,10,3
249 1 551,1152,1395,1533,2510,4463,7213,7405,9294,10723,10860,11436,12326,12572,12695,13434,16347 7,9,9,0,8,10,5,7,2,6,4,2,8,8,0,8,6
250 1 1982,10316,12664 1,1,0
