

0 0 3905,4582 7,7
52 0 521,734,971,1456,1743,1792,2020,2046,2467,2883,2984,3020,3078,3611,4607,4791,4983 2,8,8,10,2,10,3,0,10,4,3,8,5,10,10,9,7
53 0 167,494,814,844,1198,1742,1877,1954,2461,2599,2789,2805,3094,3644,4749 9,5,0,4,7,8,2,5,7,9,1,1,9,0,0
54 1 200,603,813,2210,2470,2946,3048,3932,4030,4104,4260,4820 5,8,2,9,4,7,1,3,10,3,9,5
55 0 109,319,438,470,927,999,1103,1809,1852,2162,2491,2688,2777,2783,2834,3108,3127,3305,3343 0,10,8,4,4,4,6,10,10,2,4,7,3,7,3,8,5,6,0
56 0 474 6
57 0 347,508,600,625,756,1567,1805,2016,2186,3316,4112,4381,4754 1,0,8,5,2,10,1,0,10,0,10,9,10
58 0 2044,2572,3035,4598 1,9,0,4
59 1 161,702,904,1424,1521,2016,2115,2545,2809,2951,3211,3337,3787,4458,4738 6,2,10,9,1,0,0,5,4,7,10,9,0,0,7
60 0 140,1197,1281,1806,1809,2133,2233,2280,2733,3360,3405,3911,4444,4756 10,10,9,7,10,8,10,2,10,0,0,1,0,9
61 0 1712,1717,2216,3055,3103,3495,3566,4077,4258,4806 6,0,2,8,7,0,10,9,4,0
62 0 130,216,637,1141,1359,1763,2066,2278,3513,4067,4802,4833 5,9,3,10,3,0,7,3,2,1,4,1
63 0 2658,3259 9,10
64 1 164,347,382,448,563,916,962,1089,1255,1834,1890,2329 3,1,5,3,0,6,1,9,2,7,5,7
65 0 47,76,1174,1393,1985,2288,2949,3076,3105,3230,3384,3824,4000,4683 0,8,0,1,7,0,5,9,9,10,9,3,8,7
66 0 24,213,222,401,783,884,892,1164,1394,1443,1738,1763,1807,1810,2490,3379,3758,3991,4013,4927 4,8,4,2,9,6,9,10,4,10,6,0,8,1,2,0,9,2,10,3
67 0 231,354,868,1015,1040,1145,1342,2239,2862,2981,2983,2996,3218,3260,3700,3771,4027,4920 4,3,7,8,8,1,9,2,10,3,9,0,9,8,6,3,0,10
68 1 979,1838,3066,3362,4954 10,9,2,1,10
69 1 228,828,1346,1465,1526,1721,1952,2242,2313,3754,4489,4888 1,9,7,10,4,10,1,5,0,0,7,10
70 0 45,870,1068,1322,1335,1958,2270,2516,3754,4290 5,6,9,1,1,9,5,10,0,9
71 1 70,238,373,409,559,2021,2167,2846,3068,3077,3701,4145,4278,4966 2,6,6,9,6,2,2,0,0,1,7,4,2,3
72 1 200,455,953,1391,1429,1840,2292,2294,2446,3106,3906,4440,4604 5,9,10,7,9,3,9,7,4,7,5,10,4
73 0 958,2431,2481,2988,3288,3323,3423,3572,3791,3892,3899,4263,4633,4870,4915 8,6,5,2,0,4,4,0,7,2,4,7,2,10,0
74 0 148,392,485,901,1267,1967,1969,2217,2260,2394,2521,2710,2733,3069,3740,3843 6,3,4,5,7,7,3,5,6,5,2,5,10,5,0,6
75 0 663,1145,1429,1605,2244,3238,3837,4283,4408 4,1,9,10,3,10,1,6,9
76 0 2086,4013,4600,4861 9,10,2,5
77 0 347,615,777,1340,2184,2198,2690,3018,3109,3785,4300,4472,4656,4716 1,10,7,9,1,2,4,7,3,10,9,1,0,9
78 0 494,1682,1936,2023,2064,2210,2662,2712,3273,3291,3765,3833,4756,4998 5,4,2,9,8,9,10,3,8,1,3,5,9,4
79 0 305,321,379,427,1128,1130,1529,1596,2463,2481,2535,2889,3829,3962,4139,4480 3,3,5,6,4,4,3,6,8,5,0,1,3,9,6,9
80 0 312,337,469,522,707,951,1028,1269,1404,1542,2210,2345,2536,2751,4199,4458,4564 6,9,4,3,5,4,4,9,5,5,9,9,1,0,8,0,10
81 0 980,1763,3452,4191,4563 2,0,5,4,10
82 0 1635,1869,1913,2487,3226,3640,4320 4,3,0,7,7,6,4
83 1 338,1558,2369 10,7,4
84 0 916,1636,2046,2445,2621,3149,3858,4268,4312,4384,4878 6,1,0,5,2,9,4,9,2,0,7
85 1 14,1770,2075,2373,2923,2939,3033,3496,3684,4098,4851 7,2,4,4,1,7,9,7,7,7,9
86 0 151,1068,1398,2028,2948,3051,3590,3605,3786,4035,4324,4614,4851 4,9,10,6,6,5,0,8,9,1,9,5,9
87 1 306,560,718,800,1139,1192,1576,1686,2187,2310,2633,2641,2749,3092,3688,3767,3991,4365,4418,4789 2,0,0,3,10,0,6,1,7,8,10,5,3,7,6,2,2,1,9,2
88 0 146,277,293,375,380,984,1457,1594,1671,2502,2609,2799,3002,3006,3142,3521,3821,4026,4127,4204 6,8,7,10,5,7,6,3,7,5,4,1,5,0,5,1,10,9,2,4
89 0 169,404,2920,3716,3793,4487 3,3,0,4,9,5
90 1 429,539,669,727,1447,2073,2298,2384,2591,3047,3237,3369,3633,3735,4032,4201,4983 4,2,1,2,5,2,4,3,2,1,6,5,9,2,7,2,7
91 1 65,240,576,659,848,930,1040,1477,1620,1627,3157,3315,3731,3832,3994,4400,4722 9,0,7,6,6,9,8,6,6,6,7,3,8,9,0,8,10
92 0 364,625,696,1270,3505,4238,4456,4759 8,5,10,10,9,3,1,10
93 0 724,3615 8,9
94 1 133,1082,1492,1966,1999,2064,2647,3576,3839,4075,4456,4511,4709 2,6,8,8,10,8,8,7,7,3,1,5,5
95 1 555,1298,1767,1802,2365,2510,3420,3715,3836,4154,4532 2,5,1,6,5,5,9,3,5,9,3
96 0 2747,2872 1,3
97 1 398,497,603,2141,2309,2362,2565,3767,4524 4,6,8,1,5,4,2,2,4
98 0 205,224,235,287,335,951,1055,1227,2187,2953,3012,3102,3206,3885,4112,4261,4544,4589 6,7,2,10,2,4,0,9,7,6,3,8,6,8,10,9,0,4
99 0 137,286,288,302,643,1036,1108,1467,1514,1537,1692,2036,2365,2578,3015,3328,3597,3804,4100,4111 3,0,0,5,5,9,3,10,0,6,10,6,5,2,8,6,2,9,10,1
100 0 60,1204,1208,1416,1861,2212,2882,3043,3063,3068,3459,3541,3636 6,1,0,7,6,1,6,2,6,0,5,6,3
101 1 62,271,361,798,822,1174,1326,1482,1846,1996,2861,3099,3449,3472,3530,3576,3783,3908,4524,4819 3,6,9,10,10,0,0,3,2,7,1,6,4,1,2,7,9,10,4,10
102 0 1172,1346,1407,1563,1897,2037,2115,2147,2751,2812,3202,3254,4098,4153,4591,4645,4715,4793,4944 6,7,1,1,2,9,0,6,0,4,6,0,7,4,4,2,1,8,5
103 0 56,342,785,1024,1302,1362,1529,1647,1933,2643,2789,2828,3759,4240 1,10,3,4,3,10,3,6,9,1,1,4,1,1
104 1 319,408,687,1281,1617,2086,2206,2840,2860,3080,3296,3565,3680,3687,4084 10,1,7,9,3,9,9,8,6,8,9,3,8,5,7
105 1 48,598,666,752,1130,1198,1904,2065,2523,3406,3706,3862,4097,4177,4677,4943 6,10,4,10,4,7,5,2,4,4,8,7,6,10,7,2
106 0 26,506,718,792,1680,1787,2771,3457,3655,4780,4985 5,9,0,10,9,9,5,8,2,10,2
107 1 228,392,459,537,644,702,1120,1545,1776,1892,2691,2712,2723,2754,3128 1,3,0,3,1,2,5,2,7,7,4,3,3,9,6
108 1 57,1215,1260,1324,1333,1398,1457,1777,1804,2022,2139,2375,2664,3037,3670,3788,3898,4099,4179,4283 1,3,3,1,9,10,6,0,1,5,9,2,9,1,7,7,8,8,10,6
109 0 553,1175,1464,1511,1539,1990,2084,2310,2473,2627,2826,3035,3069,3530,3745,3883,4935 5,5,4,5,0,0,1,8,5,10,8,0,5,2,5,3,8
110 1 98,274,601,662,1148,1276,1341,1593,1844,2111,2568,3515 6,5,3,3,2,5,8,5,7,1,10,1
111 1 116,874,2165,2498,3202,4569,4673,4691 5,9,6,5,6,2,10,6
112 0 4381 9
113 1 222,953,1027,2980,4027,4363,4553,4700,4765 4,10,6,8,0,9,1,10,6
114 0 729,1358,2076,2910,3139,3300,3666,3763,3852,4572,4813 6,8,9,1,0,8,5,10,3,4,3
115 0 190,242,1189,1548,1558,1574,1746,1769,2377,2711,3036,3434,4186,4556,4793,4967 7,5,8,4,7,10,10,9,10,2,2,3,6,7,8,8
116 1 307,415,625,998,2243,2363,2586,2693,2995,3252,3369,3414,3609,3926,4134,4276,4369,4581,4869 9,6,5,8,6,3,4,4,8,8,5,9,9,10,9,2,0,0,3
117 1 334,814,891,894,1235,1253,1433,1761,2178,2640,2655,2722,3679,3911,4230,4805 3,0,2,4,9,8,1,4,10,9,5,10,7,1,1,10
118 0 3837 1
119 1 579,898,1268,3530,4745 8,0,3,2,1
120 0 513,538,1044,1068,1675,1813,2121,2354,2762,3335,4065,4259 8,0,3,9,6,4,10,2,1,10,6,8
121 0 356,593,1224,1242,1401,1699,1816,4129,4504 1,3,5,5,9,10,10,3,7
122 1 37,275,733,753,1458,1595,1765,1798,1906,1923,1999,2293,2798,2819,3287,3378,3489,3857,4965 5,2,5,8,1,2,10,1,2,6,10,4,3,1,1,2,0,10,6
123 1 82,913,1508,1565,1609,1828,2107,3287,3467,3632,3686,4240,4472,4660 8,3,1,4,10,1,10,1,5,6,8,1,1,10
124 1 594,1412,2885,3366 10,1,1,0
125 1 137,150,528,781,1138,1794,1948,2080,2209,2769,2818,3229,3659,3668,4096,4132,4331,4943 3,7,4,7,2,7,1,3,8,9,10,6,10,4,6,4,2,2
126 1 968 5
127 0 3589,3986 2,5
128 0 1056,4721 4,4
129 1 34,157,962,1511,1559,1692,2015,2149,2176,2281,2422,2648,2894,2930,3218,3704,3762,4376 2,0,1,5,4,10,5,8,0,2,1,9,4,8,9,10,7,3
130 0 300,758,1324,2102,2877,3782,4538 8,3,1,9,10,8,1
131 1 297,646,685,770,781,801,1092,1550,1588,2379,2414,2813,3282,3380,4214,4450,4620,4736 7,10,9,6,7,6,0,7,7,10,4,2,1,1,9,3,0,3
132 1 747,767,963,1040,1074 9,9,1,8,10
133 1 550,952,1086,1140,1689,1947,2187,2460,3167,3624,4104,4110,4250,4789 0,10,1,7,8,10,7,5,5,0,3,4,7,2
134 1 131,1072,1160,1219,1465,1478,2555,2973,3121,3374,3380,3399,3544,4506 8,0,1,1,10,10,6,7,2,2,1,5,3,4
135 0 664,863,1357,1791,1913,2747,2924,3220,3613,3622,4095,4187,4406,4473,4645,4750,4892 7,0,8,8,0,1,3,6,8,9,7,5,4,1,2,2,9
136 0 159 7
137 0 794,1010,1438,1479,2448,4514,4631 0,3,6,0,8,5,8
138 1 106,288,353,716,1266,1832,1874,1962,1999,2297,2553,2869,3021,3662,3986,4409,4723,4732 10,0,0,8,9,5,3,6,10,5,3,8,7,3,5,5,9,7
139 0 289,523,569,710,1015,1195,1430,1474,1781,2202,2570,2706,2809,3307,4323,4901 5,3,3,10,8,8,5,10,5,6,4,8,4,1,4,0
140 1 362,972,1140,1237,1475,2820,3036,3327,4182,4615,4658,4770,4889 3,1,7,5,4,8,2,4,9,4,0,4,7
141 1 109,657,861,1684,2342,2723,4043,4184,4426,4636 0,8,9,6,7,3,6,8,8,2
142 0 789,1693,1852,2201,2275,2623,2782,2983,3059,3072,3500,3554,3564 0,5,10,10,5,4,2,9,6,7,7,6,0
143 1 115,585,897,1133,1253,3718,3799 7,5,3,3,8,7,9
144 1 90,248,815,1516,1697,1719,2155,2237,2292,2662,3049,3152,3284,3652,3689,3971,4515,4952 7,6,8,8,9,7,0,7,9,10,7,0,10,4,4,2,8,6
145 1 1021,2078,2651,2764,2887,3968,4101,4229,4721 9,4,5,9,7,1,7,0,4
146 0 153,342,422,740,1610,1974,2513,3839,3958,4785,4921 5,10,2,7,0,1,2,7,6,3,7
147 1 422,724,728,2377,3911 2,8,1,10,1
148 0 156,208,468,772,1097,1115,1782,1783,1947,2276,2599,3119,3679,4378,4932 9,5,1,8,1,3,7,8,10,3,9,4,7,10,1
149 1 119,185,501,1557,2185,2542,2670,3197,3275,3710,3803,4151,4502,4845 8,4,3,0,8,10,8,9,3,9,8,8,6,5
150 1 387,392,575,692,855,1127,1159,1529,1664,2848,3570,3804 5,3,7,4,3,0,10,3,5,2,2,9
151 1 925,1570,1727,1807,2269,2942,3213,3330,3387,3498,3892,3918,4445,4488,4498,4744 0,1,7,8,6,8,6,10,1,8,2,7,0,8,3,4
152 0 42,194,482,697,1023,1043,1174,1691,1952,2253,2369,2606,2691,3013,3096,3329,3526,3662 4,8,3,6,6,4,0,2,1,1,4,3,4,4,0,8,0,3
153 0 72,510,815,1070,2020,2435,2471,4136 4,10,8,6,3,3,9,5
154 0 65,649,1710,2410,2444,2735,2786,2921,2977,4190,4267,4362,4395,4616 9,5,8,5,6,0,4,1,8,8,3,10,0,6
155 1 604,1290,1578,2150 9,4,0,4
156 1 382,1922 5,10
157 1 2130 6
158 0 397,413,480,557,1215,1288,2885,3007,3204,3440,3897,3956,3980,4009,4179 2,5,5,6,3,0,1,2,1,7,6,10,9,5,10
159 0 146,954,1288,1451,1668,1826,1979,2380,2618,2627,2790,3494,4015,4114,4813,4947 6,1,0,4,9,4,4,6,1,10,3,4,0,9,3,10
160 0 540,1278,1730,2249,2420,3201,4004,4085,4429,4639,4796 6,9,4,2,9,1,1,2,10,3,7
161 0 331,2696,3160,3969,4023,4428,4483,4515 4,7,4,10,2,0,2,8
162 1 27,243,412,806,1213,1262,1834,2051,2450 10,0,8,10,8,7,7,7,10
163 1 327,347,512,1078,1295,2358,2526,2819,2945,3139,3232,4109,4312,4532,4746 2,1,8,1,9,2,3,1,10,0,0,10,2,3,10
164 1 4269 1
165 0 0,107,241,533,693,1116,1245,1448,1616,2921,3464,3592,3703,4167,4363,4714,4874 4,2,3,8,5,5,8,0,2,1,9,5,2,0,9,5,7
166 0 545,549,913,1981,2145,3314,3501,3532,3977 8,9,3,5,8,2,2,2,5
167 1 192,675,1579,1822,1826,1951,2097,2175,2363,2682,2904,2939,3009,3391,3762,3820,4223,4230,4670,4943 4,10,5,9,4,5,4,10,3,1,9,7,5,7,7,0,1,1,2,2
168 1 645,1014,1204,1305,2351,2996,3693,3948,4234,4303,4440,4499 6,4,1,4,0,0,0,1,6,4,10,7
169 0 274,1756,2678,4946 5,4,2,5
170 1 590,665,1388,2149,2174,2288,2330,2641,2793,2996,3081,3497,3695,4417,4500,4952 1,0,2,8,8,0,7,5,9,0,1,8,9,3,5,6
171 1 273,1370,1402,1542,1712,4402,4463,4583 4,9,0,5,6,6,3,1
172 0 144,501,1052,1584,2330,2442,2732,3269,3319,3443,4255 1,3,10,7,7,1,6,8,3,7,6
173 1 39,99,633,648,1187,1853,2357,4053,4106,4136,4482 3,4,0,6,1,0,8,1,9,5,5
174 0 139,501,649,756,1610,1617,1836,1858,2107,2600,3301,3540,3996,4394 0,3,5,2,0,3,10,3,10,8,7,8,6,10
175 0 19,1948,2948,3236,4090,4369,4550 4,1,6,0,1,0,4
176 1 237,1773,1823,2771,4652,4816 9,4,1,5,8,1
177 1 810,822,2112,2139,2222,2878,4093,4256,4843 6,10,8,9,4,10,6,5,1
178 0 488,1137,1719,2078,2246,2691,3818,4460,4467,4611 7,6,7,4,10,4,4,0,7,0
179 1 154,529,660,798,1111,1450,2286,2473,3003,3726,3767,3980,4176,4399,4836 9,5,0,10,5,0,7,5,9,0,2,9,3,1,8
180 0 2150,4384 4,0
181 0 1224,1264,1298,1419,1549,1813,2205,2384,4652,4742 5,8,5,4,1,4,9,3,8,5
182 0 1272,1753,2969,3058,4362 7,3,7,7,10
183 0 677,1817,3913 9,10,4
184 1 682,4355 5,10
185 1 142,548,966,1009,1297,1361,1908,1939,2475,2510,2837,2980,3396,3849,3886,4859 10,3,0,2,10,3,7,7,6,5,10,8,5,6,10,0
186 1 480,921,988,1022,1461,1745,1950,2975,3088,3692,3926,4034,4262,4293,4531 5,7,8,5,3,9,7,8,9,1,10,7,2,8,8
187 1 506,1362,1687,2457,2740,2928,3484,3558,3709,3816,4091,4528,4806 9,10,1,3,8,7,10,1,10,2,0,6,0
188 0 1505,2088,2119,2671,2731,3310,3514,3692,4244,4555,4639 1,1,6,7,0,5,5,1,0,9,3
189 1 234,454,817,845,965,1259,1343,1459,1775,2048,2407,3283,3926,3945,3950,4169,4229,4243,4415,4945 9,9,0,5,0,10,7,2,2,7,7,3,10,10,8,6,0,4,4,6
190 0 267,410,772,902,1128,1268,1404,1755,1790,2020,2263,2883,3709,3812,3986,4341,4379,4552,4860,4871 2,5,8,8,4,3,5,6,6,3,10,4,10,4,5,6,0,8,0,1
191 0 779,991,1049,2740,3185,3322 0,5,10,8,5,3
192 0 323,926,1020,1430,1628,1751,1950,2216,3035,3653,3748,4034,4210,4214,4480,4854 8,8,2,5,7,8,7,2,0,5,10,7,9,9,9,6
193 0 645,1255,1737,2187,4213 6,2,7,7,0
194 0 4,121,807,1357,1382,1847,4674,4756 7,9,6,8,8,2,8,9
195 0 198,470,817,1611,1902,2023,2106,2953,3710,4515,4611,4802,4835 7,4,0,0,2,9,2,6,9,8,0,4,7
196 0 254,297,394,2885,4980 0,7,2,1,5
197 1 300,318,671,941,1496,1512,2094,2211,2216,2398,2605,2730,3481,3537,3617,4498 8,2,8,9,7,4,6,10,2,2,2,3,10,10,7,3
198 0 572,3844,4269,4982 9,1,1,5
199 1 327,509,542,779,945,2251,2507,2568,3178,4429,4841 2,1,1,0,6,8,3,10,9,10,7
200 1 60,208,241,1051,1412,2410,2713,3452,3533,3655,3850,4218 6,5,3,9,1,5,10,5,2,2,7,4
201 1 345,354,581,765,903,1248,2596,2888,3141,4415,4561,4822 7,3,2,9,9,7,7,7,10,4,3,5
202 1 14,1072,1354,1383,1846,2740,3259,4069 7,0,0,7,2,8,10,1
203 0 371,669,1590,2214,3154 1,1,10,10,0
204 1 889,928,1578,2506,2626,2692,2787,3495,3701,3914 0,7,0,8,6,0,7,0,7,8
205 0 978,1121,1524,1741,2033,3333,3477,3855 6,3,8,5,4,8,6,3
206 0 1875,2817,2862,3153,3993 9,4,10,7,6
207 1 594,1205,1457,1546,1951,2365,2470,2573,2636,2689,2872,3217,3272,3383,4128,4165,4851,4898 10,4,6,0,5,5,4,10,0,4,3,0,3,10,8,1,9,2
208 1 50,746,920,977,1188,1289,1730,2114,2759,2798,3078,3543,3641,4120,4537,4704 0,8,6,6,4,1,4,10,5,3,5,3,8,3,0,1
209 0 197,946,2827,2855,2927,3184,3618,3829,4278,4569,4649,4723,4727 10,10,7,0,5,10,7,3,2,2,0,9,5
210 1 1256,1963,2702,3141,3379 5,4,5,10,0
211 1 901,1496 5,7
212 1 1413 7
213 1 2103,2263 3,10
214 1 911,1274,1329,1442,1942,1951,1988,3645,3790,4105,4587,4688 9,9,4,7,5,5,5,1,0,3,7,6
215 0 996,1701,2060,2190,2267,2329,3022,3232,3275,3671,3706,3778,3815,4713,4985 0,5,10,3,5,7,4,0,3,2,8,0,3,9,2
216 1 540,1416,1581,3587,3917,4148 6,7,4,0,10,8
217 0 457,563,1405,1457,1713,2378,2696,3268,3281,4530,4710,4955,4976 10,0,5,6,1,8,7,4,8,8,1,1,3
218 1 536,1794,2540,2548,2768,4794 2,7,1,5,0,0
219 0 247,408,686,1543,1606,1701,1955,2231,2290,2577,2622,3591,3814,4158,4976 1,1,7,8,10,5,4,7,7,9,2,3,9,8,3
220 1 841,2117,2179 6,7,2
221 1 257,440,726,840,876,1171,1692,2074,2742,3526 0,8,7,9,5,3,10,3,5,0
222 1 52,329,406,423,585,629,965,2125,2584,3632,4222,4538,4910 4,2,8,8,5,4,0,7,0,6,6,1,2
223 0 223,3017 2,0
224 0 778,2688,3605,3705,4417 5,7,8,1,3
225 0 460,1252,1478,1594,1765,2940,4703,4903 3,9,10,3,10,9,10,3
226 1 224,255,3245,3507,4568,4821 7,8,10,4,2,0
227 0 102,651,1015,1290,1425,1500,1634,1635,1953,2120,2151,2467,2479,2791,3212,3536,3736,3939,4472,4688 8,6,8,4,1,8,4,4,1,7,9,10,8,6,2,0,6,3,1,6
228 1 56,160,607,796,1358,1547,1929,2894,3117,3541,3910,4061,4264,4354 1,0,3,10,8,9,1,4,1,6,10,3,9,10
229 0 119,151,178,292,688,1213,1900,1977,2438,2547,2797,3118,3407,4258 8,4,5,5,8,8,1,10,10,9,5,4,4,4
230 1 1930,1943,2923,3409,3831,4593 6,6,1,7,9,3
231 1 302,442,581,1054,1176,1190,1421,1673,2956,3334,4117,4145,4509 5,7,2,10,10,3,5,1,9,6,1,4,9
232 1 356,606,627,1088,1093,2241,2474,2555,2856,3902,4348,4721,4867 1,10,9,7,8,3,3,6,4,2,10,4,2
233 1 429,766,3492 4,4,7
234 0 148,701,1098,1642,2073,3143,3300,3483,3527,4100 6,1,5,4,2,2,8,2,2,10
235 1 297,349,670,1037,1764,4344 7,5,9,3,2,0
236 1 734,1342,1588,2065,2093,2681,2752,2924,3105,3354,4000,4036,4099,4313,4390,4857 8,9,7,2,8,3,1,3,9,3,8,9,8,0,6,9
237 0 1758,4921 3,7
238 0 531,741,1025,1069,1211,1604,1909,2084,2137,2304,2361,2448,2738,3756,3870,4620,4728,4988 9,9,4,5,5,6,6,1,7,1,8,8,3,6,10,0,3,5
239 0 122,321,408,1266,2865,3177,3974,3985,4890 4,3,1,9,4,7,9,4,4
240 1 218,356,378,470,782,1139,1608,2032,2480,3414,3417,3494,3561,3682,3803,4266,4277,4421 1,1,2,4,1,10,8,10,8,9,10,4,7,5,8,4,5,7
241 0 1067,1153,1416,1594,1996,2083,2312,2440,2706,2814,3090,4827 0,0,7,3,7,0,3,7,8,9,9,10
242 1 132,169,909,1200,3055,3289,4424,4566,4825 8,3,1,6,8,5,8,1,5
243 1 3635 3
244 1 691,939,1310,1427,1457,1483,2621,2983,3252,3264,3432,3467,3713,3788,3817,4133,4896 1,8,1,0,6,10,2,9,8,7,6,5,8,7,4,3,1
245 1 164,204,423,495,682,785,1603,1663,1796,1900,2424,2803,2908,3289,3384,4007,4227,4913 3,7,8,8,5,3,3,9,7,1,10,0,0,5,9,7,0,5
246 1 1696,1876,2133,3183,3198 4,0,8,9,1
247 0 300,1258,1351,1668,1743,2125,2406,2508,2669,2837,3041,3283,3653,4249,4315,4592,4769 8,3,7,9,2,7,8,1,9,10,4,3,5,9,9,3,5
248 1 190,500,1240,1252,1297,3105,3691,3702,3997,4929 7,3,5,9,10,9,10,8,3,8
249 1 337,397,843,902,1417,1952,3339,3478 9,2,10,8,6,1,1,9
