

0 0 11403,19938 1,6
161 0 355,4473,8485,8641,9133,14194,16193,16314,18361 7,8,6,10,0,0,4,8,5
162 1 3316,6008,7562,7754,18074,18314,19449,19512 9,10,3,4,7,9,7,6
163 1 829,2003,4674,5836,7496,7859,12505,13926,15766,16233,18577 3,7,1,8,6,6,2,0,10,4,5
164 0 288,1154,2280,4431,8053,8262,10317,11332,11902,12650,13027,14557,16325,16997,17090 8,1,6,8,0,9,7,1,5,10,10,10,5,1,8
165 1 2199,5494,8702,9105,10402,11592,14517,14810,17155,17500,17953,18179,19061,19702,19874 10,6,9,10,6,5,6,8,7,9,8,7,7,8,5
166 1 289,583,904,2075,2079,2214,2330,3594,3738,4809,9785,11328,12140,13032,15522,17745,19628 0,0,10,9,4,3,0,7,1,3,10,3,9,3,0,10,2
167 1 319,1506,3353,6730,7418,8112,10198,15369,16832,18376,18784 3,3,2,6,3,4,3,2,10,10,9
168 0 1688,2240,2792,4904,6693,7642,9530,10737,12832,15115,15307,16312,16445,17415,18409,18415,18651,18658,18681 2,1,1,6,0,10,9,4,7,1,5,8,5,7,5,0,8,9,8
169 0 9,5715,6334,6349,10468,12193,16047,16812 4,6,4,2,5,4,6,5
170 1 277,4039,5036,5384,5805,7636,8459,10527,11826,12059,12465,13333,15231,15346,17293,19965 2,1,10,10,9,10,4,0,5,5,6,3,4,3,4,3
171 1 4838,10190,13920,15721,18297 9,7,10,5,7
172 1 1270,1530,2236,2270,2529,3443,7978,8716,11422,12467,12923,13509,13616,13637,15760,16825,17657,18652,19139 7,9,8,7,2,9,8,9,1,10,9,5,8,6,9,6,8,4,6
173 1 1169,1385,1519,1665,3862,3939,5747,6043,6049,8055,9521,10159,14438,14520,17404,19480,19905 1,2,10,6,1,2,0,2,10,1,1,7,8,5,10,5,3
174 0 9919,13647,13877,15702,16672,19577 8,3,9,8,2,2
175 1 3602,5011,8704,9268 7,8,9,6
176 0 248,486,562,742,2849,4733,5017,5692,7040,7287,7652,11327,14881,14898,17922,18513,19181,19966 3,0,0,8,2,8,2,0,7,4,8,2,5,4,1,9,7,7
177 1 4801,6375,6896,9156,10277,11025,15116,17397,18050 5,7,10,10,4,2,9,10,3
178 1 2326,7889,12367,18513 3,7,0,9
179 0 3998,5358,11201 3,2,6
180 1 1054,1816,2799,6413,7830,11261,13907,15622 1,4,1,1,5,2,1,8
181 1 4903,6322,6652,7778,9947,14495,15778,16706,17677,17787,18460,18780 8,1,7,0,1,0,9,4,5,0,8,2
182 1 1483,4054,17840 8,7,10
183 0 1823,2093,6532 4,5,9
184 1 630,1674,2331,2430,3579,5212,5715,12326,12629,14150,14458,16006,18116,18772,19175 3,5,2,8,6,8,6,3,9,8,10,6,10,7,1
185 0 2945,7848,15442,16855,17695,18970 5,9,2,5,10,5
186 1 1321,2390,4293,5529,5611,6255,6786,8786,9478,9515,11269,11784,12059,12646,12980,14130,15974,17756,19222,19816 1,4,1,5,7,6,10,5,10,1,9,3,5,6,10,5,1,3,10,3
187 0 566,686,1755,1876,2028,3640,5243,6637,8873,10446,12693,12742,17109 8,5,7,0,4,0,2,9,1,9,5,9,6
188 0 3087,5725,8490,11909,14111,14881,16835 8,5,6,5,6,5,2
189 1 85,628,1608,3908,4870,4954,5513,9236,9664,9856,10350,11582,13300,13932,14664,15891,17173,17397 6,6,0,8,2,1,3,10,3,5,6,5,4,2,3,2,0,10
190 0 2127,2647,4795,16576,17562 6,8,3,3,10
191 0 4020,4113,5220,8049,12628,19522 4,9,10,1,2,10
192 1 1579,3622,3788,5264,8520,8677,8900,9519,10507,11993,13627,15788,16722,16838,16960,19289 10,6,9,7,4,7,9,7,8,9,6,1,10,3,1,9
193 0 1570,2229,2523,3062,3181,4277,7644,8060,12289,12345,13267,14489,14574,14592,14794,15015,15223,15612,17612,19357 4,1,0,7,10,6,2,7,4,3,4,8,8,6,0,8,8,0,1,10
194 0 2096,3551,7135,8453,9936,13076,16077,16804,17350 2,3,0,10,7,1,4,0,6
195 1 501,765,2531,3702,4245,5653,5789,6315,8890,12221,13719,14517 6,2,3,5,0,5,3,10,10,8,0,6
196 0 2486,2793,4546,6012,9967,10657,11296,11875,13365,15053,17251,18263,18413,19596 2,6,6,0,6,4,9,0,10,3,8,7,0,0
197 0 1932,1944,2868,6147,7304,7331,11706,15438,16105,17519,17545 3,6,4,0,0,8,1,6,3,6,6
198 1 2204,2930,3632,4293,4552,6715,11662,13388,19891 4,6,10,1,8,2,5,8,2
199 0 3830,4941,5169,6128,6667,11594,12910,13414,16026,16972,18810 1,5,9,4,0,3,0,3,3,3,4
200 1 64,1477,5248,5323,5408,7151,7894,8427,8752,9238,9683,12122,12322,15107,15376,16636,17200,18602,18801,19845 10,10,6,9,2,4,6,5,8,3,0,6,8,4,1,10,0,7,8,3
201 1 1386,2571,4360,4632,4956,6821,8139,9221,11111,11803,13027,19552,19663 4,3,1,2,7,0,3,5,1,3,10,0,10
202 1 1340,2777,6081,7874,8414,10169,11810,13631,14853,16634,17174,19145 8,8,9,6,4,8,5,5,5,5,10,9
203 0 134,416,1054,1949,3636,4763,6230,6664,7340,8053,9316,9396,13950,18056,18103 8,10,1,9,8,5,9,5,0,0,5,6,6,1,9
204 0 351,1076,2514,2781,2828,3737,7742,11764,16404,17769,17787,17851 5,0,1,4,8,6,8,2,7,0,0,9
205 0 14237 2
206 0 2110,6838,10485,13690,17436,18941 0,6,0,6,1,9
207 0 85,11946 6,9
208 1 8248,11013,11828,14797,19449 9,6,8,10,7
209 1 1000,4316,9235,11103 1,4,8,1
210 1 963,2089,2584,2768,2919,4588,5871,8517,9672,10030,10284,15615,18001,18219 8,1,0,10,1,8,4,2,10,6,3,6,7,5
211 0 9614 0
212 0 3742,8743,8851,10697,11333,11637,12671,12692,14129,15426,17808,18829 2,8,0,4,3,8,10,6,9,10,6,5
213 1 787,7857,9096,9783,10910,13190,14371 3,8,3,10,8,8,8
214 0 1144,2405,3192,5366,7502,8194,8224,9818,10493,11892,14169,15283,16062,16162,18465 6,1,7,7,8,7,3,8,6,4,6,1,10,3,5
215 0 275,5372,7524,10956,14775 5,8,7,7,3
216 1 8744,15024,16792,18697,18739 5,2,7,6,3
217 1 528,839,3637,6454,6505,7516,8891,9233,9528,11649,13655,16033,16701,17043,17495,18834,19918,19951 10,4,7,1,0,4,6,3,7,2,6,0,1,2,6,1,3,2
218 0 2582,5198,7567,10196,15825,15981,16558,19534 7,7,3,4,6,4,10,1
219 0 226,2471,6814,9106,9485,9525,10835,11800,15519,18293,19933 5,8,4,10,1,4,10,9,10,2,4
220 1 3127,3356,5424,5894,8086,13221,19931 10,0,9,7,1,0,8
221 1 17054 1
222 0 194,455,563,1947,2880,2997,7776,8923,9274,12549,15955,17481,17734 9,7,1,8,6,0,7,7,9,8,10,5,6
223 1 1882,2736,7444,10202,12634,14153,14561,19066 0,5,7,0,5,8,4,5
224 0 9222,11190,11742,16526,18515,19026 5,6,8,8,6,6
225 0 9564,15173 1,2
226 0 525,1904,2843,5940,6700,6728,7794,8482,8910,10123,13473,14884 1,6,6,7,1,10,4,1,8,3,6,4
227 0 321,4130,4601,6081,8073,12793,13053,13368,13439,16504 7,0,10,9,7,5,5,4,8,8
228 0 1101,4419,4890,5831,9448,15920,19004,19513 2,7,6,2,2,9,7,7
229 0 495,895,1456,1875,2038,2055,3873,6430,8524,10992,12161,12801,13327,14419,16178,16369,17832,18450 7,1,7,8,9,1,3,8,3,3,8,0,8,0,1,4,3,0
230 1 619,1076,1235,3895,6312,9411,9813,11252,11434,13639,15120,16668,17587,18232,19145 7,0,0,10,1,3,4,9,2,9,1,6,10,2,9
231 1 261,1835,3636,4162,4499,5203,10391,10520,15028,15867,17781,18433,18578,19352,19416,19951 10,4,8,6,7,6,10,0,6,10,7,1,1,7,4,2
232 1 135,1977,2102,2394,2849,3328,5198,7912,8500,11812,13344,14351,15231,16012,16285,16491 2,0,2,7,2,1,7,6,1,0,3,2,4,10,10,5
233 0 1676,3719,6275,8754,12857,13770,13993,16059,16701,16781,17095,17842,18621,19160,19475 1,2,8,9,0,9,6,10,1,5,7,7,1,2,5
234 1 3503,8432,14302 9,9,8
235 0 1397,1982,2585,6424,6498,7037,8107,8702,9266,9638,11284,12996,13042,13835,15376,17345,17549,18008 0,10,4,9,2,3,7,9,8,7,2,1,0,2,1,6,3,2
236 0 3302,7030,7343,7490,7710,8293,11031,15383,17956,18233 8,5,3,2,9,9,5,2,4,7
237 1 7513,9385,9858,19007 3,8,4,1
238 1 1356,2094,2199,2257,5123,6176,6439,10965,12763,13295,14517,14854,17360,18036,19942 8,4,10,10,10,3,0,1,4,0,6,7,10,0,10
239 1 404,11707,14736,15518,15984 6,6,5,10,1
240 1 469,1982,4848,4920,5555,6361,12439,13930,15023,15069,17794 2,10,0,0,10,3,4,8,6,5,8
241 1 3043,7113,8072,13609,17352,18728 9,0,5,2,8,8
242 0 426,5964,7722,13042,18014,18274,19826 9,4,8,0,1,3,8
243 0 12814 6
244 0 2886,7325,11808 9,5,2
245 1 574,1964,4403,6535,7837,8847,11423,11595,12102,14426,15323,16595,17838 10,10,3,5,5,2,3,0,10,10,10,0,5
246 0 1151,3098,3276,3750,3833,3868,9839,12282,15763,17428,18418 7,2,9,0,3,5,2,4,1,3,7
247 0 11835,16001,16360,17063,17624,19575 1,1,0,5,1,10
248 0 1561,5309,9560,11210 8,8,1,1
249 1 201,10506,11840,12974,14368,14780,15182,17541,19387 2,8,3,1,8,1,10,4,2
250 0 529,2689,3284,6726,8462,11057,11180,15102,16558,16671,16935,17074,18080 4,9,0,1,4,8,10,0,10,2,7,3,3
