

0 1 1216,2493 8,7
180 1 916,3060,3113,3273,3665,4234 3,8,4,4,2,7
181 0 577,704,3656,3826,4705,4723 1,6,5,2,9,8
182 0 1503,1537,2902,3081,3102,3684 0,2,2,8,1,3
183 0 3,597,837,1209,3064,3246,3671,3739 1,3,2,3,2,10,8,0
184 1 160,339,419,889,897,1059,1290,1299,1974,2614,2955,3389,3638,4031,4358,4741,4876 8,10,6,9,6,9,10,1,5,2,5,1,8,6,8,0,10
185 1 5,677,1765,2715 4,7,4,6
186 0 19,266,299,409,703,889,955,1334,1983,2489,2544,2735,2798,3023,3593,3743,3971,4043,4552,4826 6,0,7,1,7,9,7,5,3,4,9,7,0,8,4,5,7,5,4,6
187 1 266,790,1389,1921,2790,2996,3530,3557 0,1,4,9,8,0,5,3
188 0 30,1023,1084,1121,1554,1983,2032,2147,2165,2238,2325,2374,2799,3117,3350,3690,4419,4447,4723 6,1,0,1,7,3,7,6,8,4,7,8,4,10,2,4,7,10,8
189 1 116,461,1230,1480,2189,2353,3131,3239,3463,3545,3715,3829,4112,4318,4342 8,0,7,2,6,3,6,4,3,8,5,10,1,7,2
190 0 444,649,827,946,1429,2348,2350,3992,4148,4203,4214,4677,4866 3,2,2,6,2,8,0,4,0,3,0,0,2
191 1 262,498,2280,2568,3175,3475,3534,3993 3,3,7,3,1,3,3,7
192 1 50,936,1003,1802,2074,2233,3124,3331,4261,4357,4515,4574,4964 8,1,2,9,3,4,3,6,9,10,4,5,7
193 1 1675,3045,4134,4485 7,6,8,10
194 0 166,621,2630,2652,2987,3034,3161,3346,3490,3551,3611,3763,3949,4035,4124 1,9,3,4,0,0,3,0,3,1,5,1,6,9,5
195 0 269,364,885,1350,1891,2271,2552,2719,2741,3078,3223,3526,3779,4288,4926,4985 6,3,3,8,2,0,3,5,0,7,3,0,4,6,2,2
196 1 397,1325 10,2
197 1 3822,3853 9,3
198 1 493,1839,4246 4,7,10
199 0 476,766,1148,1520,2032,2090,2359,2405,3130 7,4,2,0,7,8,0,10,7
200 0 16,313,996,1495,1829,2707,3544,3802,3909,4089,4217,4481,4709 8,4,1,5,2,10,0,4,4,10,6,4,3
201 0 1063,4733 10,4
202 1 668,1193,1498,1526,2010,2194,2286,3230,3494,3565,3745,4079,4625,4638,4941 7,3,1,3,1,0,0,3,9,8,10,9,7,1,7
203 0 814,924,1056,1170,1944,2232,3573,3674,4126,4206,4480 7,4,3,1,0,4,0,2,6,9,4
204 1 212,707,857,1059,1757,1975,2299,2392,2583,3133,3445,3681,3724,3763,3938,4203,4305,4859 5,4,9,9,3,3,2,2,8,0,1,3,9,1,6,3,8,5
205 1 2582 2
206 0 1352 3
207 1 629,1077,1155,1664,1890,2350,2364,2393,2395,2657,3631,3965,4074,4186,4276,4444 2,4,5,4,9,0,3,6,3,7,2,9,5,1,2,1
208 1 624,1793,2092,2212,3053,3060,4021,4329,4689,4710 0,0,4,10,10,8,10,7,0,10
209 1 1160 5
210 1 681,780,881,2010,2030,2089,2592,2961,3478,3989,4297 4,1,5,1,1,0,2,9,1,9,7
211 0 145,267,370,924,1075,1140,1166,1271,1378,1775,2096,2153,3691,4737,4900 0,10,0,4,10,8,2,7,2,8,10,2,10,5,7
212 1 899,1348,1776,1923,2335,2530,3503 8,10,2,9,4,7,1
213 0 4,189,304,326,511,513,537,630,1337,1492,1563,1835,2515,2990,3460,3529,3621,4352,4514 0,7,2,8,9,2,7,8,4,4,2,5,4,1,0,9,7,7,6
214 0 392,1380,1631,1895,3164,3867,4368 4,8,0,8,3,1,2
215 0 849,1247,2046,2218,2483,2511,2606,2963,2989,3025,3198,3401,3827,3985,4261,4272,4416,4655,4824 10,7,0,6,10,2,3,8,8,10,10,6,2,9,9,1,6,7,7
216 1 7,179,750,1437,1844,2226,2271,2280,2983,3514,3565 9,1,3,1,6,9,0,7,5,1,8
217 1 40,151,528,607,843,1003,1342,1766,1870,1964,2538,3158,3180,3519,3591,4001,4151,4178,4301,4352 5,1,7,9,8,2,10,8,0,9,1,4,6,10,4,5,1,3,7,7
218 0 239,243,407,635,749,927,1278,1635,2267,2754,2838,3314,3781,4336,4377,4413,4594 4,4,4,6,4,5,7,1,6,1,10,8,2,1,2,5,2
219 0 441,1390,1713,1884,2730,3018,3317,3888,4200,4719,4808 6,8,6,10,7,2,5,4,8,1,10
220 0 331,613,702,1403,1725,1994,2496,2575,3335,3595,3652,4638 8,6,6,10,0,1,10,6,2,1,2,1
221 0 180,268,931,1447,3260,3340,3366,3888,4011,4143,4514 1,7,8,6,7,4,5,4,7,6,6
222 1 451,480,604,763,2098,2205,2656,3377,3481,3551,3620,4714 7,2,3,10,8,9,1,0,4,1,4,3
223 1 2008,3089,3515 6,4,8
224 0 2887,3361 10,5
225 1 167,824,1938,2654,3447,4395 6,9,9,8,2,4
226 0 816,957,1258,1330,1898,2152,2282,2780,2803,2991,3117,3517,3760,4209,4300,4958 6,3,7,3,1,7,8,6,4,3,10,2,3,4,0,1
227 0 428,750,1229,1285,1289,1473,3424,4173,4708 8,3,2,7,0,5,8,1,1
228 0 737,1247,3133 10,7,0
229 1 287 0
230 1 65,342,1239,1254,1811,2145,2161,2242,2325,2583,2768,3001,3109,3489,3499,3888,3958,4335,4726 2,9,1,5,3,3,1,1,7,8,0,7,9,7,10,4,8,1,4
231 0 269,1412,1423,1434,1667,2275 6,5,3,2,0,4
232 0 841,3321,3636,4754 0,5,2,6
233 1 837,956,1371,2204,2298,3383,3543,3903,4606 2,5,0,10,5,7,3,6,4
234 1 365,1037,1072,2035,2474,4351 3,9,2,0,2,0
235 0 143,149,407,718,1015,1715,1854,1932,2181,2247,2699,2927,3279,3761,3819,4124,4410,4599,4889 10,4,4,10,8,0,0,5,4,7,6,4,0,8,8,5,8,2,9
236 1 36,1117,1582,1712,1764,1892,2083,2992,4019,4892 5,3,5,1,3,1,3,10,6,8
237 0 760 2
238 1 1108,1259,1757,2214,2527,2831,3002,3384,3973,4249,4759 2,10,3,1,0,4,9,8,6,2,0
239 0 465,681,3261,3536,4211 9,4,7,6,10
240 1 1035,1164,1742,2719,2932,2935,3535,3900,4045,4323,4885 0,5,10,5,6,10,4,1,6,8,2
241 0 210,951,1069,1415,1517,1855,2182,2256,2649,3178,3995,4705,4743,4832,4990 3,7,0,0,1,6,10,0,9,6,0,9,7,6,0
242 0 201,1257,1292,1877,2519,3268,3635,3660,4519 10,8,5,2,0,4,8,7,5
243 0 2266,2347 1,6
244 0 1583,2206,2225,2274,3018,3842,3925,4300,4463,4741 10,2,6,8,2,8,1,0,10,0
245 1 1502,1927,2024,2243,3092 9,8,2,7,3
246 0 28,1551,1634,1675,2211,2390,2556,3059,3564,3863,4531,4991 7,4,6,7,1,4,1,2,5,1,4,7
247 0 114,1804,2124,3827,3924 2,6,5,2,3
248 1 192,440,853,1772,2757,2763,2991,4591,4634,4636 2,3,6,8,6,6,3,4,0,2
249 1 753,923,999,1023,1776,1908,2097,2808,2863,2966,3104,3469,3548,3682,4432,4713,4745 2,2,7,1,2,3,3,5,2,2,10,4,5,6,10,4,6
250 1 699,2323,4413 6,0,5
251 1 120,3885 1,1
252 0 1405 5
253 0 131,227,257,1397,1433,1528,1849,3252,4012,4055,4314,4442,4984 2,10,5,4,3,3,0,6,6,3,10,6,7
254 1 1064,1108,2429,2558,2632,2858,2964,3648,4241,4294 10,2,7,0,6,9,2,1,8,6
255 0 243,389,920,1153,1262,1695,2497,3119,4060,4737 4,8,0,5,0,3,10,4,2,5
256 1 497,621,771,1510,2064,2788,2889,4036,4497 6,9,5,2,3,9,6,6,9
257 0 195,535,1014,1222,1308,1466,1709,2094,2114,2335,2554,2843,3076,3742,3963,4272,4327 5,1,0,0,1,8,7,6,3,4,6,5,7,6,9,1,0
